Trialn,Blockn,Partner,IsFairBlock,Offer,ITI
1,1,2,1,6,1
2,1,2,1,4,1
3,1,2,1,10,1
4,1,2,1,8,1
5,1,2,1,7,1
6,1,2,1,9,1
7,1,2,1,8,1
8,1,2,1,9,8
9,2,1,1,8,1
10,2,1,1,7,1
11,2,1,1,6,1
12,2,1,1,10,1
13,2,1,1,2,1
14,2,1,1,7,1
15,2,1,1,7,1
16,2,1,1,8,12
17,3,3,0,1,1
18,3,3,0,2,1
19,3,3,0,3,1
20,3,3,0,6,1
21,3,3,0,1,1
22,3,3,0,2,1
23,3,3,0,8,1
24,3,3,0,1,8
25,4,3,1,10,1
26,4,3,1,7,1
27,4,3,1,7,1
28,4,3,1,10,1
29,4,3,1,6,1
30,4,3,1,10,1
31,4,3,1,10,1
32,4,3,1,3,10
33,5,2,0,2,1
34,5,2,0,5,1
35,5,2,0,1,1
36,5,2,0,7,1
37,5,2,0,2,1
38,5,2,0,1,1
39,5,2,0,3,1
40,5,2,0,1,10
41,6,1,0,4,1
42,6,1,0,1,1
43,6,1,0,9,1
44,6,1,0,1,1
45,6,1,0,4,1
46,6,1,0,2,1
47,6,1,0,6,1
48,6,1,0,3,8
49,7,2,0,2,1
50,7,2,0,2,1
51,7,2,0,4,1
52,7,2,0,4,1
53,7,2,0,6,1
54,7,2,0,9,1
55,7,2,0,1,1
56,7,2,0,3,12
57,8,1,1,8,1
58,8,1,1,1,1
59,8,1,1,8,1
60,8,1,1,7,1
61,8,1,1,7,1
62,8,1,1,5,1
63,8,1,1,10,1
64,8,1,1,9,10
65,9,1,0,4,1
66,9,1,0,2,1
67,9,1,0,6,1
68,9,1,0,1,1
69,9,1,0,2,1
70,9,1,0,8,1
71,9,1,0,2,1
72,9,1,0,3,12
