Sub	task	run	tsnr	fd_mean	outlier_run_Custom1
sub-104	trust	01	87.58965301513672	0.08451152959195232	False
sub-104	trust	02	70.57506561279297	0.11492244241075206	False
sub-104	trust	03	61.213768005371094	0.15294460669763463	False
sub-104	trust	04	62.738765716552734	0.12832460293251804	False
sub-104	trust	05	82.35385131835938	0.06599284412714267	False
sub-105	trust	01	78.70590209960938	0.08516124834615474	False
sub-105	trust	02	101.62152099609375	0.0749581200767886	False
sub-105	trust	03	100.06999206542969	0.07891458039656339	False
sub-105	trust	04	96.02342224121094	0.09484163081715534	False
sub-105	trust	05	93.099609375	0.08694778466234039	False
sub-106	trust	01	77.44898223876953	0.19751371347659064	False
sub-106	trust	02	77.86819458007812	0.20575539028191664	False
sub-106	trust	03	81.16780853271484	0.23499583510833924	False
sub-107	trust	01	73.22396087646484	0.10044541612284842	False
sub-107	trust	02	78.07671356201172	0.10894509481189978	False
sub-107	trust	03	86.11011505126953	0.11338375950373045	False
sub-107	trust	04	82.28443145751953	0.12203567837607956	False
sub-107	trust	05	78.27523803710938	0.10678046999881287	False
sub-108	trust	01	74.42008972167969	0.10050050352715569	False
sub-108	trust	02	79.11067199707031	0.09413283815273757	False
sub-108	trust	03	61.08555221557617	0.10381379129856926	False
sub-108	trust	04	73.29238891601562	0.12538873852758117	False
sub-108	trust	05	66.15349578857422	0.1560647520592915	False
sub-109	trust	01	87.10820007324219	0.13364742534519233	False
sub-109	trust	02	71.07470703125	0.1569079311022456	False
sub-110	trust	01	68.50035095214844	0.08390214268039647	False
sub-110	trust	02	66.357666015625	0.06332392959798518	False
sub-111	trust	01	44.168724060058594	0.4262088487213605	True
sub-111	trust	02	51.89378356933594	0.30253966350601325	False
sub-111	trust	03	52.50001907348633	0.28238258468933414	False
sub-111	trust	04	35.3444938659668	0.4894370100724166	False
sub-111	trust	05	54.2189826965332	0.36198970273247777	False
sub-112	trust	01	85.4916763305664	0.11687972598692901	False
sub-112	trust	02	81.68766784667969	0.12824121867596727	False
sub-112	trust	03	78.18336486816406	0.15483826199624887	False
sub-112	trust	04	75.76393127441406	0.1853012052225596	False
sub-112	trust	05	70.17597961425781	0.20069000787123425	False
sub-113	trust	01	64.04375457763672	0.14739085750053352	False
sub-113	trust	02	74.83712768554688	0.14109902577689634	False
sub-113	trust	03	86.74118041992188	0.162829040561559	False
sub-113	trust	04	78.70765686035156	0.17760275618246724	False
sub-113	trust	05	71.62281799316406	0.15624861091980632	False
sub-115	trust	01	80.54789733886719	0.115284634766804	False
sub-115	trust	02	67.49388885498047	0.16431642385607706	False
sub-115	trust	03	86.8627700805664	0.1443339042065522	False
sub-115	trust	04	73.12371063232422	0.1925632667439914	False
sub-115	trust	05	61.4563102722168	0.23599422984642945	False
sub-116	trust	01	59.763092041015625	0.19919680857928806	False
sub-116	trust	02	45.16316223144531	0.2032720421623575	False
sub-116	trust	03	40.31883239746094	0.2640179166884823	False
sub-116	trust	04	42.2236213684082	0.30458458119440635	False
