X	Y	Z	RotX	RotY	RotZ	XDt	YDt	ZDt	RotXDt	RotYDt	RotZDt
	-0.040118			0.027121		-0.200377		-0.032315		-0.066578		-0.094137			0.005340		-0.151611			0.018106			0.017647		-0.000401			0.000172	
	-0.062027			0.313098		-0.218313		-0.025783		-0.080787		-0.093965		-0.021909			0.285977		-0.017936			0.006532		-0.014209			0.000172	
	-0.041000		-0.037041		-0.098722		-0.003552		-0.082792		-0.096830			0.021027		-0.350139			0.119591			0.022231		-0.002005		-0.002865	
	-0.047713			0.230349		-0.168341		-0.005329		-0.054889		-0.090757		-0.006713			0.267390		-0.069619		-0.001777			0.027903			0.006073	
	-0.040959			0.163923		-0.121574		-0.053457		-0.063083		-0.079355			0.006754		-0.066426			0.046767		-0.048128		-0.008194			0.011402	
	-0.044566		-0.060533		-0.076653		-0.050019		-0.056322		-0.096773		-0.003607		-0.224456			0.044921			0.003438			0.006761		-0.017418	
	-0.042637			0.227907		-0.116963		-0.058499		-0.062223		-0.090241			0.001929			0.288440		-0.040310		-0.008480		-0.005901			0.006532	
	-0.020629			0.033353		-0.024577		-0.100841		-0.039763		-0.066520			0.022008		-0.194554			0.092386		-0.042342			0.022460			0.023721	
	-0.016559		-0.058237		-0.028715		-0.073912		-0.021772		-0.074771			0.004070		-0.091590		-0.004138			0.026929			0.017991		-0.008251	
	-0.044964			0.246346		-0.164206		-0.048644		-0.041310		-0.100038		-0.028405			0.304583		-0.135491			0.025268		-0.019538		-0.025267	
	-0.040667			0.003958		-0.093658		-0.076031		-0.060103		-0.108346			0.004297		-0.242388			0.070548		-0.027387		-0.018793		-0.008308	
	-0.053867			0.183938		-0.189127		-0.045894		-0.074771		-0.117284		-0.013200			0.179980		-0.095469			0.030137		-0.014668		-0.008938	
	-0.036826			0.153030		-0.105154		-0.066578		-0.054889		-0.086975			0.017041		-0.030908			0.083973		-0.020684			0.019882			0.030309	
	-0.021983		-0.064537		-0.095630		-0.054717		-0.058556		-0.079240			0.014843		-0.217567			0.009524			0.011861		-0.003667			0.007735	
	-0.015011			0.273843		-0.144009		-0.055004		-0.052311		-0.079183			0.006972			0.338380		-0.048379		-0.000287			0.006245			0.000057	
	-0.008584			0.040926		-0.091937		-0.056494		-0.035237		-0.065203			0.006427		-0.232917			0.052072		-0.001490			0.017074			0.013980	
		0.003669			0.049119		-0.094852		-0.051738		-0.025955		-0.049962			0.012253			0.008193		-0.002915			0.004756			0.009282			0.015241	
		0.005078			0.211282		-0.137857		-0.073109		-0.029164		-0.031455			0.001409			0.162163		-0.043005		-0.021371		-0.003209			0.018507	
	-0.001027			0.144922		-0.179997		-0.005042		-0.024122		-0.040852		-0.006105		-0.066360		-0.042140			0.068067			0.005042		-0.009397	
	-0.046162			0.250916		-0.643933			0.423244		-0.206780		-0.116941		-0.045135			0.105994		-0.463936			0.428286		-0.182658		-0.076089	
	-0.029891			0.256097		-0.446118			0.372766		-0.125363		-0.034320			0.016271			0.005181			0.197815		-0.050478			0.081417			0.082621	
		0.032918		-0.076440		-0.169699			0.724047			0.013235			0.252159			0.062809		-0.332537			0.276419			0.351281			0.138598			0.286479	
		0.031282			0.338639		-0.282103			0.621315		-0.004297			0.249409		-0.001636			0.415079		-0.112404		-0.102732		-0.017532		-0.002750	
		0.038697			0.366485		-0.224432			0.458424		-0.000401			0.248950			0.007415			0.027846			0.057671		-0.162891			0.003896		-0.000459	
		0.054133			0.191400		-0.151471			0.337358			0.014037			0.252674			0.015436		-0.175085			0.072961		-0.121066			0.014438			0.003724	
		0.065643			0.420401		-0.176200			0.342571			0.006532			0.209760			0.011510			0.229001		-0.024729			0.005213		-0.007505		-0.042914	
		0.045612			0.159723		-0.166036			0.398721			0.004068			0.106914		-0.020031		-0.260678			0.010164			0.056150		-0.002464		-0.102846	
		0.009103			0.151273		-0.195004			0.281208		-0.012548			0.079068		-0.036509		-0.008450		-0.028968		-0.117513		-0.016616		-0.027846	
		0.002944			0.121925		-0.149124			0.233137		-0.009912			0.084397		-0.006159		-0.029348			0.045880		-0.048071			0.002636			0.005329	
		0.009488		-0.055488		-0.092661			0.212052		-0.007678			0.083537			0.006544		-0.177413			0.056463		-0.021085			0.002234		-0.000860	
		0.009623			0.203815		-0.126421			0.203515		-0.002292			0.087548			0.000135			0.259303		-0.033760		-0.008537			0.005386			0.004011	
		0.018613			0.003470		-0.043705			0.148281			0.016902			0.068297			0.008990		-0.200345			0.082716		-0.055234			0.019194		-0.019251	
		0.029169			0.122308		-0.103379			0.165413		-0.004068			0.074485			0.010556			0.118838		-0.059674			0.017132		-0.020970			0.006188	
		0.031173			0.247611		-0.103341			0.168106			0.001833			0.094137			0.002004			0.125303			0.000038			0.002693			0.005901			0.019652	
		0.034943			0.043376		-0.091854			0.173606			0.011688			0.098549			0.003770		-0.204235			0.011487			0.005500			0.009855			0.004412	
		0.002682			0.375698		-0.271547			0.199790			0.000286			0.086517		-0.032261			0.332322		-0.179693			0.026184		-0.011402		-0.012032	
		0.009848			0.185575		-0.174430			0.168220		-0.000516			0.084740			0.007166		-0.190123			0.097117		-0.031570		-0.000802		-0.001777	
		0.010002			0.007588		-0.139692			0.132812		-0.000516			0.064916			0.000154		-0.177987			0.034738		-0.035408			0.000000		-0.019824	
	-0.005898			0.268094		-0.190203			0.165069			0.013006			0.079928		-0.015900			0.260506		-0.050511			0.032257			0.013522			0.015012	
	-0.007599		-0.006088		-0.132509			0.136822			0.001833			0.057181		-0.001701		-0.274182			0.057694		-0.028247		-0.011173		-0.022747	
	-0.003971			0.180203		-0.215499			0.133155			0.001318			0.066864			0.003628			0.186291		-0.082990		-0.003667		-0.000515			0.009683	
	-0.001339			0.185636		-0.193925			0.116024			0.007047			0.072766			0.002632			0.005433			0.021574		-0.017131			0.005729			0.005902	
	-0.002205			0.076665		-0.244949			0.167991		-0.017246			0.057754		-0.000866		-0.108971		-0.051024			0.051967		-0.024293		-0.015012	
	-0.007951			0.326378		-0.242652			0.162090		-0.026700			0.055634		-0.005746			0.249713			0.002297		-0.005901		-0.009454		-0.002120	
	-0.007544			0.067064		-0.160559			0.118087		-0.002063			0.049905			0.000407		-0.259314			0.082093		-0.044003			0.024637		-0.005729	
	-0.001601			0.204331		-0.204212			0.092017			0.003782			0.066635			0.005943			0.137267		-0.043653		-0.026070			0.005845			0.016730	
	-0.001615			0.183867		-0.146334			0.066406			0.001948			0.066750		-0.000014		-0.020464			0.057878		-0.025611		-0.001834			0.000115	
		0.000901		-0.003609		-0.084225			0.059072		-0.013006			0.053170			0.002516		-0.187476			0.062109		-0.007334		-0.014954		-0.013580	
		0.012914			0.250517		-0.149020			0.049618			0.009110			0.049160			0.012013			0.254126		-0.064795		-0.009454			0.022116		-0.004010	
		0.005497			0.114221		-0.201893			0.116883			0.009511			0.014037		-0.007417		-0.136296		-0.052873			0.067265			0.000401		-0.035123	
	-0.000657			0.287455		-0.333803			0.116310			0.003495		-0.028018		-0.006154			0.173234		-0.131910		-0.000573		-0.006016		-0.042055	
	-0.012893			0.221157		-0.330671			0.203916			0.010829		-0.067151		-0.012236		-0.066298			0.003132			0.087606			0.007334		-0.039133	
		0.001956			0.045562		-0.291496			0.162548			0.005672		-0.033174			0.014849		-0.175595			0.039175		-0.041368		-0.005157			0.033977	
		0.029455			0.304449		-0.295187			0.155615			0.043430		-0.010600			0.027499			0.258887		-0.003691		-0.006933			0.037758			0.022574	
		0.018540			0.019597		-0.178351			0.101872		-0.001719		-0.011918		-0.010915		-0.284852			0.116836		-0.053743		-0.045149		-0.001318	
		0.004666			0.171775		-0.222362			0.077120		-0.004813		-0.026184		-0.013874			0.152178		-0.044011		-0.024752		-0.003094		-0.014266	
		0.018626			0.254368		-0.225201			0.090298			0.004240		-0.012892			0.013960			0.082593		-0.002839			0.013178			0.009053			0.013292	
		0.002411			0.051325		-0.213050			0.101757			0.003782		-0.053056		-0.016215		-0.203043			0.012151			0.011459		-0.000458		-0.040164	
	-0.000799			0.303392		-0.246980			0.076203		-0.016329		-0.045149		-0.003210			0.252067		-0.033930		-0.025554		-0.020111			0.007907	
		0.037156			0.026050		-0.070846			0.206036			0.069500			0.105883			0.037955		-0.277342			0.176134			0.129833			0.085829			0.151032	
		0.044661			0.139824		-0.125675			0.204088			0.101700			0.105883			0.007505			0.113774		-0.054829		-0.001948			0.032200			0.000000	
		0.041372			0.131391		-0.028694			0.102044			0.110753			0.093507		-0.003289		-0.008433			0.096981		-0.102044			0.009053		-0.012376	
		0.038867			0.086688		-0.035501			0.101184			0.079125			0.089840		-0.002505		-0.044703		-0.006807		-0.000860		-0.031628		-0.003667	
		0.048839			0.278452		-0.160032			0.208270			0.079297			0.058499			0.009972			0.191764		-0.124531			0.107086			0.000172		-0.031341	
		0.035115			0.097945		-0.436027			0.764498			0.130348		-0.094538		-0.013724		-0.180507		-0.275995			0.556228			0.051051		-0.153037	
		0.010612		-0.011749		-0.179575			0.590605			0.191540			0.096200		-0.024503		-0.109694			0.256452		-0.173893			0.061192			0.190738	
	-0.000701		-0.213080		-0.121174			0.585047			0.121181			0.150459		-0.011313		-0.201331			0.058401		-0.005558		-0.070359			0.054259	
		0.027698			0.153436		-0.220896			0.563218			0.106112			0.146219			0.028399			0.366516		-0.099722		-0.021829		-0.015069		-0.004240	
		0.019559		-0.034175		-0.085155			0.468221			0.079870			0.138026		-0.008139		-0.187611			0.135741		-0.094997		-0.026242		-0.008193	
		0.036499			0.131380		-0.144633			0.507010			0.064458			0.124962			0.016940			0.165555		-0.059478			0.038789		-0.015412		-0.013064	
		0.024500			0.186992		-0.199171			0.514230			0.044633			0.110925		-0.011999			0.055612		-0.054538			0.007220		-0.019825		-0.014037	
		0.077547			0.157567		-0.250326			0.537606			0.086689			0.095455			0.053047		-0.029425		-0.051155			0.023376			0.042056		-0.015470	
		0.114952			0.247433		-0.353827			0.627274			0.203858			0.080959			0.037405			0.089866		-0.103501			0.089668			0.117169		-0.014496	
		0.078390		-0.024842		-0.328683			0.830617			0.104278			0.018507		-0.036562		-0.272275			0.025144			0.203343		-0.099580		-0.062452	
		0.079071			0.046551		-0.350089			0.875193			0.149886			0.132067			0.000681			0.071393		-0.021406			0.044576			0.045608			0.113560	
		0.253192		-0.226354			0.096693			2.600082			0.701128			1.375786			0.174121		-0.272905			0.446782			1.724889			0.551242			1.243719	
		0.276943		-0.131569			0.178066			2.532015			0.637989			1.239250			0.023751			0.094785			0.081373		-0.068067		-0.063139		-0.136536	
		0.295588			0.394868			0.042741			2.287534			0.621315			1.076702			0.018645			0.526437		-0.135325		-0.244481		-0.016674		-0.162548	
		0.311993			0.077454			0.244689			2.138737			0.600804			1.072921			0.016405		-0.317414			0.201948		-0.148797		-0.020511		-0.003781	
		0.288370			0.357804			0.097555			2.042308			0.569807			1.015969		-0.023623			0.280350		-0.147134		-0.096429		-0.030997		-0.056952	
		0.319621			0.368482		-0.090952			2.009363			0.571354			0.875480			0.031251			0.010678		-0.188507		-0.032945			0.001547		-0.140489	
		0.369003			0.134520			0.214655			3.810112			0.883444			1.490034			0.049382		-0.233962			0.305607			1.800749			0.312090			0.614554	
		0.360883			0.016501			0.284312			3.771495			0.853879			1.487169		-0.008120		-0.118019			0.069657		-0.038617		-0.029565		-0.002865	
		0.345026		-0.081698			0.451941			3.425600			0.699295			1.396814		-0.015857		-0.098199			0.167629		-0.345895		-0.154584		-0.090355	
		0.355904		-0.044297			0.280511			3.067788			0.649218			1.414518			0.010878			0.037401		-0.171430		-0.357812		-0.050077			0.017704	
		0.367317			0.198065			0.191665			2.762172			0.636843			1.372062			0.011413			0.242362		-0.088846		-0.305616		-0.012375		-0.042456	
		0.340061		-0.027943			0.242894			2.690037			0.597710			1.334533		-0.027256		-0.226008			0.051229		-0.072135		-0.039133		-0.037529	
		0.386300			0.357977			0.063655			2.517290			0.666121			1.314308			0.046239			0.385920		-0.179239		-0.172747			0.068411		-0.020225	
		0.359320			0.089892			0.157201			2.404360			0.583386			1.242917		-0.026980		-0.268085			0.093546		-0.112930		-0.082735		-0.071391	
		0.380159			0.242414			0.128099			2.362534			0.588141			1.220744			0.020839			0.152522		-0.029102		-0.041826			0.004755		-0.022173	
		0.385603			0.271988			0.096478			2.315895			0.616617			1.220744			0.005444			0.029574		-0.031621		-0.046639			0.028476			0.000000	
		0.388402			0.099311			0.067993			2.235796			0.623493			1.217192			0.002799		-0.172677		-0.028485		-0.080099			0.006876		-0.003552	
		0.417450			0.286057			0.038083			2.143607			0.623493			1.193127			0.029048			0.186746		-0.029910		-0.092189			0.000000		-0.024065	
		0.425212		-0.070454			0.169976			2.080181			0.564363			1.152791			0.007762		-0.356511			0.131893		-0.063426		-0.059130		-0.040336	
		0.436566			0.244829		-0.187101			2.258886			0.595418			1.013448			0.011354			0.315283		-0.357077			0.178705			0.031055		-0.139343	
		0.297429			0.222834		-0.418676			2.216487			0.493603			1.031954		-0.139137		-0.021995		-0.231575		-0.042399		-0.101815			0.018506	
		0.245271			0.366093		-0.514717			2.015952			0.527694			0.928822		-0.052158			0.143259		-0.096041		-0.200535			0.034091		-0.103132	
		0.254711			0.168512		-0.359986			1.823266			0.428114			0.924983			0.009440		-0.197581			0.154731		-0.192686		-0.099580		-0.003839	
		0.286054			0.250865		-0.389937			1.734057			0.431323			0.896736			0.031343			0.082353		-0.029951		-0.089209			0.003209		-0.028247	
		0.283354			0.262737		-0.253336			1.677735			0.398607			0.900919		-0.002700			0.011872			0.136601		-0.056322		-0.032716			0.004183	
		0.306308		-0.017793		-0.131105			1.638430			0.388122			0.840357			0.022954		-0.280530			0.122231		-0.039305		-0.010485		-0.060562	
		0.541842			0.434932		-0.508778			1.807968			0.396028			0.978497			0.235534			0.452725		-0.377673			0.169538			0.007906			0.138140	
		0.718296			0.241357		-0.954173			1.503040			0.056666			1.145400			0.176454		-0.193575		-0.445395		-0.304928		-0.339362			0.166903	
		0.645572			0.341725		-0.710262			1.077103			0.180711			0.934609		-0.072724			0.100368			0.243911		-0.425937			0.124045		-0.210791	
		0.632417		-0.013280		-0.517117			1.216790			0.217151			0.934609		-0.013155		-0.355005			0.193145			0.139687			0.036440			0.000000	
		0.603535			0.295380		-0.319190			1.149296			0.248263			0.990071		-0.028882			0.308660			0.197927		-0.067494			0.031112			0.055462	
		0.544759			0.100258		-0.188920			1.200347			0.352140			1.091084		-0.058776		-0.195122			0.130270			0.051051			0.103877			0.101013	
		0.535384			0.228081		-0.288054			1.242688			0.366349			1.098417		-0.009375			0.127823		-0.099134			0.042341			0.014209			0.007333	
		0.563130			0.338298		-0.216243			1.247501			0.394825			1.111022			0.027746			0.110217			0.071811			0.004813			0.028476			0.012605	
		0.534810			0.211838		-0.228774			1.303135			0.291979			1.013276		-0.028320		-0.126460		-0.012531			0.055634		-0.102846		-0.097746	
		0.557816			0.183127		-0.112667			1.284686			0.345264			1.075270			0.023006		-0.028711			0.116107		-0.018449			0.053285			0.061994	
		0.565818			0.010281		-0.123476			1.225442			0.380559			1.031095			0.008002		-0.172846		-0.010809		-0.059244			0.035295		-0.044175	
		0.563061			0.381632		-0.184193			1.217478			0.380501			1.033444		-0.002757			0.371351		-0.060717		-0.007964		-0.000058			0.002349	
		0.540571		-0.057025		-0.030672			1.218853			0.380501			1.046106		-0.022490		-0.438657			0.153521			0.001375			0.000000			0.012662	
		0.572794			0.213112		-0.128373			1.196107			0.399925			1.062264			0.032223			0.270137		-0.097701		-0.022746			0.019424			0.016158	
		0.595134			0.294521		-0.143060			1.144139			0.406857			1.075155			0.022340			0.081409		-0.014687		-0.051968			0.006932			0.012891	
		0.609812			0.029072		-0.106103			1.142879			0.481743			1.106152			0.014678		-0.265449			0.036957		-0.001260			0.074886			0.030997	
		0.636479			0.225370		-0.028515			1.787743			0.473951			0.977351			0.026667			0.196298			0.077588			0.644864		-0.007792		-0.128801	
		0.621031			0.153616		-0.446998			1.631727			0.354031			1.138639		-0.015448		-0.071754		-0.418483		-0.156016		-0.119920			0.161288	
		0.604550			0.245309		-0.258797			1.404434			0.536346			1.124544		-0.016481			0.091693			0.188201		-0.227293			0.182315		-0.014095	
		0.598230			0.142460		-0.231126			1.360431			0.575020			1.153536		-0.006320		-0.102849			0.027671		-0.044003			0.038674			0.028992	
		0.584136			0.160482		-0.398955			1.417268			0.497270			1.083291		-0.014094			0.018022		-0.167829			0.056837		-0.077750		-0.070245	
		0.623081			0.361922		-0.310918			1.268070			0.562415			1.097042			0.038945			0.201440			0.088037		-0.149198			0.065145			0.013751	
		0.601170		-0.085514		-0.152590			1.235813			0.485467			1.086385		-0.021911		-0.447436			0.158328		-0.032257		-0.076948		-0.010657	
		0.680373			0.283557		-0.265878			1.360488			0.596965			1.082604			0.079203			0.369071		-0.113288			0.124675			0.111498		-0.003781	
		0.499509			0.134636		-0.385038			1.450901			0.402274			0.880636		-0.180864		-0.148921		-0.119160			0.090413		-0.194691		-0.201968	
		0.505560			0.448320		-0.609736			1.338945			0.392591			0.921202			0.006051			0.313684		-0.224698		-0.111956		-0.009683			0.040566	
		0.517059			0.389012		-0.618602			1.327429			0.365089			0.953516			0.011499		-0.059308		-0.008866		-0.011516		-0.027502			0.032314	
		0.505994			0.206787		-0.697133			1.348112			0.368813			0.930827		-0.011065		-0.182225		-0.078531			0.020683			0.003724		-0.022689	
		0.513395			0.512670		-0.678583			1.287035			0.376147			0.940911			0.007401			0.305883			0.018550		-0.061077			0.007334			0.010084	
		0.525367			0.266067		-0.531805			1.260507			0.329795			0.944578			0.011972		-0.246603			0.146778		-0.026528		-0.046352			0.003667	
		0.495645			0.200952		-0.441640			1.511921			0.396716			0.847004		-0.029722		-0.065115			0.090165			0.251414			0.066921		-0.097574	
		0.520079			0.281004		-0.328052			1.518510			0.404508			0.903325			0.024434			0.080052			0.113588			0.006589			0.007792			0.056321	
		0.509129		-0.060628		-0.133149			1.270190			0.347327			0.930827		-0.010950		-0.341632			0.194903		-0.248320		-0.057181			0.027502	
		0.534822			0.354357		-0.216943			1.149754			0.324294			0.941083			0.025693			0.414985		-0.083794		-0.120436		-0.023033			0.010256	
		0.524804			0.118872		-0.058303			1.154682			0.331800			0.965835		-0.010018		-0.235485			0.158640			0.004928			0.007506			0.024752	
		0.518415			0.154364		-0.135993			1.166599			0.313179			0.941484		-0.006389			0.035492		-0.077690			0.011917		-0.018621		-0.024351	
		0.524737			0.308131		-0.082587			1.041236			0.272556			0.907164			0.006322			0.153767			0.053406		-0.125363		-0.040623		-0.034320	
		0.527598		-0.001868		-0.084314			1.046851			0.279088			0.894960			0.002861		-0.309999		-0.001727			0.005615			0.006532		-0.012204	
		0.570696			0.213175		-0.129111			1.095438			0.327445			0.934208			0.043098			0.215043		-0.044797			0.048587			0.048357			0.039248	
		0.456891			0.095669		-0.084455			1.109647			0.236861			0.864765		-0.113805		-0.117506			0.044656			0.014209		-0.090584		-0.069443	
		0.450595		-0.029622		-0.154549			1.192554			0.215260			0.817668		-0.006296		-0.125291		-0.070094			0.082907		-0.021601		-0.047097	
		0.464385			0.363610		-0.231630			1.137493			0.254794			0.820189			0.013790			0.393232		-0.077081		-0.055061			0.039534			0.002521	
		0.450710			0.039142		-0.169280			1.104433			0.239095			0.791770		-0.013675		-0.324468			0.062350		-0.033060		-0.015699		-0.028419	
		0.481619			0.411634		-0.320810			1.090797			0.248606			0.820762			0.030909			0.372492		-0.151530		-0.013636			0.009511			0.028992	
		0.491436			0.182233		-0.284799			1.081515			0.249981			0.797786			0.009817		-0.229401			0.036011		-0.009282			0.001375		-0.022976	
		0.535948			0.319965		-0.268412			1.048799			0.300803			0.839956			0.044512			0.137732			0.016387		-0.032716			0.050822			0.042170	
		0.485981		-0.072260		-0.079283			0.976950			0.303610			0.787817		-0.049967		-0.392225			0.189129		-0.071849			0.002807		-0.052139	
		0.551972			0.179310		-0.146011			0.955121			0.329451			0.824715			0.065991			0.251570		-0.066728		-0.021829			0.025841			0.036898	
		0.538424			0.187914		-0.100144			0.996316			0.369844			0.821163		-0.013548			0.008604			0.045867			0.041195			0.040393		-0.003552	
		0.481545			0.004324		-0.181880			1.106038			0.318622			0.722500		-0.056879		-0.183590		-0.081736			0.109722		-0.051222		-0.098663	
		0.479343			0.277884		-0.232776			1.080942			0.281723			0.772977		-0.002202			0.273560		-0.050896		-0.025096		-0.036899			0.050477	
		0.462536			0.005420		-0.098545			1.009380			0.314497			0.721125		-0.016807		-0.272464			0.134231		-0.071562			0.032774		-0.051852	
		0.443555			0.311046		-0.288628			0.984800			0.290375			0.698722		-0.018981			0.305626		-0.190083		-0.024580		-0.024122		-0.022403	
		0.372117			0.188422		-0.243600			1.024162			0.290432			0.652885		-0.071438		-0.122624			0.045028			0.039362			0.000057		-0.045837	
		0.420608			0.222193		-0.249218			1.002562			0.314439			0.711556			0.048491			0.033771		-0.005618		-0.021600			0.024007			0.058671	
		0.472892			0.332641		-0.182282			0.996030			0.321086			0.755216			0.052284			0.110448			0.066936		-0.006532			0.006647			0.043660	
		0.487063			0.078186		-0.135444			1.010640			0.339936			0.724562			0.014171		-0.254455			0.046838			0.014610			0.018850		-0.030654	
		0.463990			0.421439		-0.510987			1.237073			0.321888			0.655636		-0.023073			0.343253		-0.375543			0.226433		-0.018048		-0.068926	
		0.341505			0.048229		-0.480436			1.011500			0.208786			0.630082		-0.122485		-0.373210			0.030551		-0.225573		-0.113102		-0.025554	
		0.341992			0.334936		-0.515226			1.014594			0.164840			0.658959			0.000487			0.286707		-0.034790			0.003094		-0.043946			0.028877	
		0.373835			0.076193		-0.350106			0.953173			0.172632			0.659818			0.031843		-0.258743			0.165120		-0.061421			0.007792			0.000859	
		0.354553			0.338243		-0.509500			0.992477			0.164840			0.659818		-0.019282			0.262050		-0.159394			0.039304		-0.007792			0.000000	
		0.369594			0.304811		-0.396494			0.949849			0.184779			0.659818			0.015041		-0.033432			0.113006		-0.042628			0.019939			0.000000	
		0.380743			0.200344		-0.466260			0.944807			0.194290			0.659875			0.011149		-0.104467		-0.069766		-0.005042			0.009511			0.000057	
		0.413036			0.513753		-0.558181			0.968700			0.240241			0.690815			0.032293			0.313409		-0.091921			0.023893			0.045951			0.030940	
		0.376035			0.222960		-0.650991			1.019979			0.192399			0.625154		-0.037001		-0.290793		-0.092810			0.051279		-0.047842		-0.065661	
		0.379026			0.398045		-0.558339			0.949391			0.220245			0.645265			0.002991			0.175085			0.092652		-0.070588			0.027846			0.020111	
		0.428566			0.124813		-0.735933			1.049372			0.368985			0.606705			0.049540		-0.273232		-0.177594			0.099981			0.148740		-0.038560	
		0.298321			0.281726		-0.670842			1.016656			0.052827			0.555311		-0.130245			0.156913			0.065091		-0.032716		-0.316158		-0.051394	
		0.207091			0.151539		-0.674911			1.079567		-0.094366			0.419405		-0.091230		-0.130187		-0.004069			0.062911		-0.147193		-0.135906	
		0.255870			0.151090		-0.525816			0.929911			0.094309			0.485639			0.048779		-0.000449			0.149095		-0.149656			0.188675			0.066234	
		0.405215			0.125429		-0.192072			0.815262			0.632889			0.612606			0.149345		-0.025661			0.333744		-0.114649			0.538580			0.126967	
		0.605482		-0.155058			0.145572			0.733271			1.011557			0.790682			0.200267		-0.280487			0.337644		-0.081991			0.378668			0.178076	
		0.384834			0.451402		-0.160359			0.671678			0.672996			0.670590		-0.220648			0.606460		-0.305931		-0.061593		-0.338561		-0.120092	
		0.351533			0.258142		-0.096028			0.647385			0.645494			0.576739		-0.033301		-0.193260			0.064331		-0.024293		-0.027502		-0.093851	
