Sub	task	run	dvars_nstd	tsnr	fd_mean	gsr_y	aqi	Isoutlier_run
sub-104	trust	01	20.74308524305556	87.58965301513672	0.08451152959195232	0.04501315578818321	0.005063776866359447	False
sub-104	trust	02	21.460084915116294	70.57506561279297	0.11492244241075206	0.043867725878953934	0.008256023194444444	False
sub-104	trust	03	23.856833007523367	61.213768005371094	0.15294460669763463	0.04320864751935005	0.010020977534883721	False
sub-104	trust	04	22.132593527581395	62.738765716552734	0.12832460293251804	0.043790802359580994	0.009353702314814813	False
sub-104	trust	05	18.40038097686915	82.35385131835938	0.06599284412714267	0.043791692703962326	0.005872909441860466	False
sub-105	trust	01	27.79110494337965	78.70590209960938	0.08516124834615474	0.024891048669815063	0.007905129677419354	False
sub-105	trust	02	25.48262439904762	101.62152099609375	0.0749581200767886	0.024854812771081924	0.0045469700947867306	False
sub-105	trust	03	20.82617182566038	100.06999206542969	0.07891458039656339	0.025136614218354225	0.0047745646948356806	False
sub-105	trust	04	20.821031362777788	96.02342224121094	0.09484163081715534	0.026569867506623268	0.005216910552995392	False
sub-105	trust	05	20.409432176465113	93.099609375	0.08694778466234039	0.026651296764612198	0.005654974166666666	False
sub-106	trust	01	21.473379525674424	77.44898223876953	0.19751371347659064	0.02272002026438713	0.005574753333333333	False
sub-106	trust	02	21.645082509116268	77.86819458007812	0.20575539028191664	0.022114207968115807	0.0054054678240740735	False
sub-106	trust	03	22.61745730534884	81.16780853271484	0.23499583510833924	0.022297820076346397	0.004956949675925926	False
sub-107	trust	01	27.59069328316279	73.22396087646484	0.10044541612284842	0.03173353895545006	0.005608640648148149	False
sub-107	trust	02	26.73605422051162	78.07671356201172	0.10894509481189978	0.03221739083528519	0.004778448055555555	False
sub-107	trust	03	26.159757808611122	86.11011505126953	0.11338375950373045	0.032669197767972946	0.003916679493087558	False
sub-107	trust	04	25.61583038139534	82.28443145751953	0.12203567837607956	0.03312137722969055	0.004224365324074074	False
sub-107	trust	05	24.686358749209305	78.27523803710938	0.10678046999881287	0.03247954696416855	0.004566228842592592	False
sub-108	trust	01	16.06293894892522	74.42008972167969	0.10050050352715569	0.04117746278643608	0.007884872139534883	False
sub-108	trust	02	14.771608112976747	79.11067199707031	0.09413283815273757	0.041496045887470245	0.006932748472222223	False
sub-108	trust	03	14.0815764678972	61.08555221557617	0.10381379129856926	0.04251253977417946	0.012093695209302325	False
sub-108	trust	04	15.568623671720935	73.29238891601562	0.12538873852758117	0.04168393835425377	0.008381176342592592	False
sub-108	trust	05	18.02445529289719	66.15349578857422	0.1560647520592915	0.04168011620640755	0.009804225348837209	False
sub-109	trust	01	25.64419601550923	87.10820007324219	0.13364742534519233	0.033882878720760345	0.005756811889400922	False
sub-109	trust	02	26.490493375162796	71.07470703125	0.1569079311022456	0.035955049097537994	0.008988769444444444	False
sub-110	trust	01	21.03817759655815	68.50035095214844	0.08390214268039647	0.053595516830682755	0.007797434166666667	False
sub-110	trust	02	19.10943413669768	66.357666015625	0.06332392959798518	0.05522112175822258	0.009286144861111111	False
sub-111	trust	01	33.00192708288372	44.168724060058594	0.4262088487213605	0.0460941419005394	0.01562725759259259	False
sub-111	trust	02	28.15830190799999	51.89378356933594	0.30253966350601325	0.047655679285526276	0.010210927037037036	False
sub-111	trust	03	28.35772230450702	52.50001907348633	0.28238258468933414	0.0475526787340641	0.0110768511682243	False
sub-111	trust	04	38.047857462093035	35.3444938659668	0.4894370100724166	0.04566898196935654	0.021371098472222225	False
sub-111	trust	05	32.18656056339623	54.2189826965332	0.36198970273247777	0.04531903937458992	0.00894961676056338	False
sub-112	trust	01	20.840338644861117	85.4916763305664	0.11687972598692901	0.030596422031521797	0.005560817972350232	False
sub-112	trust	02	21.25119438435186	81.68766784667969	0.12824121867596727	0.03006301447749138	0.006332403732718895	False
sub-112	trust	03	22.277191015906986	78.18336486816406	0.15483826199624887	0.029987679794430733	0.006414233101851852	False
sub-112	trust	04	22.88898953675927	75.76393127441406	0.1853012052225596	0.030583709478378296	0.006948888801843319	False
sub-112	trust	05	23.458335353116265	70.17597961425781	0.20069000787123425	0.030756190419197083	0.00828022388888889	False
sub-113	trust	01	21.521964068790687	64.04375457763672	0.14739085750053352	0.041978977620601654	0.011078075	False
sub-113	trust	02	22.265689055674414	74.83712768554688	0.14109902577689634	0.0437539778649807	0.008558906527777778	False
sub-113	trust	03	24.187897118837228	86.74118041992188	0.162829040561559	0.04412224143743515	0.0056400037962962965	False
sub-113	trust	04	26.442631956837214	78.70765686035156	0.17760275618246724	0.04499685764312744	0.007059388657407407	False
sub-113	trust	05	26.220133084930243	71.62281799316406	0.15624861091980632	0.04576057568192482	0.009510017962962962	False
sub-115	trust	01	18.722857022976754	80.54789733886719	0.115284634766804	0.03890300914645195	0.006250818518518518	False
sub-115	trust	02	21.596343054139528	67.49388885498047	0.16431642385607706	0.03915276750922203	0.009927036481481482	False
sub-115	trust	03	20.483523151581387	86.8627700805664	0.1443339042065522	0.03905101493000984	0.005062159583333333	False
sub-115	trust	04	22.590858743162798	73.12371063232422	0.1925632667439914	0.03894861415028572	0.007521972777777779	False
sub-115	trust	05	24.923569940930236	61.4563102722168	0.23599422984642945	0.039814673364162445	0.010870267222222223	False
sub-116	trust	01	23.041606717592593	59.763092041015625	0.19919680857928806	0.03591542690992355	0.010280786728110598	False
sub-116	trust	02	21.221315282407392	45.16316223144531	0.2032720421623575	0.03433805704116821	0.020374177050691247	False
sub-116	trust	03	22.395522991712944	40.31883239746094	0.2640179166884823	0.0404198095202446	0.026491056682027652	True
sub-116	trust	04	24.04154859523364	42.2236213684082	0.30458458119440635	0.041867729276418686	0.02174788376744186	False
sub-116	trust	05	26.09813778472222	35.978172302246094	0.37360109797261276	0.04089406505227089	0.026309364792626733	True
