Sub,run,task,fname,efc,fber,dvars_std,dvars_vstd,tsnr,fd_mean,gsr_x,gsr_y,aor,aqi,is_outlier
sub-135,01,sharedreward,sub-135_task-sharedreward_run-01_bold.json,0.5377344480096177,1624.7747802734375,1.0096530679999995,0.9128251001500003,37.54118347167969,0.41518058536912256,-0.010522736236453056,0.05195652320981026,0.0023829353233830847,0.022754742288557218,False
sub-135,02,sharedreward,sub-135_task-sharedreward_run-02_bold.json,0.5379387595173568,1648.710205078125,1.1808116994499998,1.0049310265999998,44.88869094848633,0.39950495357744087,-0.01142701506614685,0.051436807960271835,0.003549353233830846,0.01532463592039801,False
sub-118,02,sharedreward,sub-118_task-sharedreward_run-02_bold.json,0.5154474000542614,1951.2705078125,1.1073877490547264,1.0270442252238812,37.4102783203125,0.6005507324007409,0.006666406523436308,0.033588383346796036,0.014703316831683171,0.024406908613861383,True
sub-118,01,sharedreward,sub-118_task-sharedreward_run-01_bold.json,0.5145708901554973,1968.987548828125,1.2683279061194033,1.0452042983084577,67.16533660888672,0.20772365026878437,0.0066604032181203365,0.033183179795742035,0.004390643564356435,0.007711687475247524,False
sub-107,01,sharedreward,sub-107_task-sharedreward_run-01_bold.json,0.5513466007335089,1765.8114013671875,1.3490203526499998,1.0096440457999996,79.47827911376953,0.09359272925234517,-0.0007366567151620984,0.03313108906149864,0.0018082089552238806,0.004341850597014926,False
sub-107,02,sharedreward,sub-107_task-sharedreward_run-02_bold.json,0.5517900423988712,1756.8587646484375,1.3888065464,1.0174380380999994,88.52508544921875,0.0854912507624973,-0.0018995407735928893,0.03367453068494797,0.0015009452736318408,0.0035594803980099504,False
sub-113,01,sharedreward,sub-113_task-sharedreward_run-01_bold.json,0.5004031724973168,2458.228271484375,1.17177503595,0.9136700349499998,54.51032257080078,0.1517914391955268,-0.005551454611122608,0.04563721641898155,0.0011366169154228855,0.01543551472636816,False
sub-113,02,sharedreward,sub-113_task-sharedreward_run-02_bold.json,0.5023325857400476,2417.78515625,1.2773405522499999,0.984324498249999,79.47819519042969,0.1458851857460759,-0.0065115028992295265,0.04631791636347771,0.001026318407960199,0.0068489471144278615,False
sub-106,02,sharedreward,sub-106_task-sharedreward_run-02_bold.json,0.5124801023929673,2021.82080078125,1.0864242539,0.9681074737000002,71.8640365600586,0.19609547892874418,-0.00380810652859509,0.02164255641400814,0.0006279601990049751,0.0075417403482587065,False
sub-106,01,sharedreward,sub-106_task-sharedreward_run-01_bold.json,0.5124642716337583,2015.68115234375,1.1138235950499995,0.9851934521499994,77.39579772949219,0.19278674029834952,-0.0034189578145742416,0.021084273234009743,0.002577661691542289,0.00612713960199005,False
sub-132,02,sharedreward,sub-132_task-sharedreward_run-02_bold.json,0.5171057510096827,2127.501220703125,1.3629035707537682,1.001563901959799,55.819087982177734,0.24287594411810215,-0.006729690823704004,0.032056089490652084,0.005061849999999999,0.0113242089,False
sub-132,01,sharedreward,sub-132_task-sharedreward_run-01_bold.json,0.5166747574626729,2152.557373046875,1.2913058976499996,0.9874079994499998,61.41743087768555,0.25383578545705077,-0.007232071831822395,0.032503772526979446,0.0035433333333333332,0.009602752885572139,False
sub-112,01,sharedreward,sub-112_task-sharedreward_run-01_bold.json,0.5283506414583639,1960.27099609375,1.1346230600497513,0.9763629412437814,77.59471893310547,0.11313590885804414,0.0002504333097022027,0.030093949288129807,0.0007295049504950495,0.007641135544554454,False
sub-112,02,sharedreward,sub-112_task-sharedreward_run-02_bold.json,0.5282296331194535,1940.1895751953125,1.1913124921393035,1.0181816605472636,79.1424331665039,0.1396060604826773,0.00029031606391072273,0.03044363483786583,0.001660940594059406,0.0066379999504950484,False
sub-134,02,sharedreward,sub-134_task-sharedreward_run-02_bold.json,0.5382398596554729,1317.3638916015625,1.2133702132338315,1.0097254930348256,43.009056091308594,0.35033849092372416,-0.01099922601133585,0.03141751512885094,0.0037348514851485146,0.017773058861386137,False
sub-134,01,sharedreward,sub-134_task-sharedreward_run-01_bold.json,0.5390150707360511,1295.381103515625,1.2614892421000004,1.0323093071499998,43.8188362121582,0.307870789640207,-0.011107419617474079,0.03166439011693001,0.005213333333333334,0.016689614825870648,False
sub-131,02,sharedreward,sub-131_task-sharedreward_run-02_bold.json,0.5595902769085737,1388.7398681640625,1.1422816533333342,1.0637887200497518,32.060279846191406,0.5949203672739294,-0.0036152531392872334,0.06537649035453796,0.007646930693069307,0.02627570920792079,True
sub-131,01,sharedreward,sub-131_task-sharedreward_run-01_bold.json,0.5575135158301291,1405.0931396484375,1.062844935920398,0.9688586609950252,33.30049133300781,0.48791947725331836,-0.0020819713827222586,0.061970651149749756,0.0038588613861386145,0.026514824455445545,True
sub-125,02,sharedreward,sub-125_task-sharedreward_run-02_bold.json,0.5106345335416022,1889.0284423828125,1.162775244949495,1.0075842315656567,96.34927368164062,0.093843523901229,-0.015261911787092686,0.03843952715396881,0.001189095477386935,0.003813401809045226,False
sub-125,01,sharedreward,sub-125_task-sharedreward_run-01_bold.json,0.5104534946029565,1898.3941650390625,1.2149262714646463,1.082780375808081,85.01606750488281,0.12503420724024736,-0.014969803392887115,0.03776882588863373,0.0076786934673366836,0.005127041457286432,False
sub-136,02,sharedreward,sub-136_task-sharedreward_run-02_bold.json,0.5179086546434071,2038.29931640625,1.377343999452736,1.0312782579601985,67.9697494506836,0.16869797432120429,-0.013869897462427616,0.04209865629673004,0.0037538118811881187,0.009721822475247527,False
