X	Y	Z	RotX	RotY	RotZ	XDt	YDt	ZDt	RotXDt	RotYDt	RotZDt
-0.047763	0.066359	-0.14934	0.038891	-0.049149	-0.11703	-0.04647	-0.077358	-0.063052	0.019531	-0.038152	-0.032911
-0.046719	0.11737	-0.22529	0.0037134	-0.03867	-0.11	0.0010448	0.051012	-0.075951	-0.035178	0.010479	0.0070267
-0.047982	-0.012022	-0.19349	-0.0030029	-0.065869	-0.10134	-0.0012634	-0.12939	0.031804	-0.0067163	-0.027199	0.0086586
-0.039471	0.13243	-0.22283	-0.038931	-0.056984	-0.085927	0.0085113	0.14445	-0.02934	-0.035928	0.0088852	0.015415
-0.045338	0.15229	-0.21362	-0.040918	-0.071424	-0.088885	-0.005867	0.019866	0.0092145	-0.0019873	-0.01444	-0.0029588
-0.044553	0.0743	-0.20026	-0.023014	-0.075595	-0.096712	0.00078416	-0.077991	0.013353	0.017904	-0.004171	-0.007827
-0.057595	0.27894	-0.21234	-0.026717	-0.072926	-0.096411	-0.013041	0.20464	-0.012074	-0.0037035	0.0026684	0.00030166
-0.039916	0.0063863	-0.11671	-0.013372	-0.077368	-0.090931	0.017679	-0.27256	0.095631	0.013346	-0.0044416	0.0054796
-0.050199	0.18988	-0.15583	-0.010453	-0.060788	-0.091813	-0.010283	0.1835	-0.039122	0.0029182	0.01658	-0.00088161
-0.043067	0.14598	-0.12108	-0.03994	-0.066047	-0.08706	0.0071328	-0.043899	0.034745	-0.029486	-0.0052593	0.0047528
-0.042088	0.019095	-0.088726	-0.054686	-0.054669	-0.090771	0.00097806	-0.12689	0.032357	-0.014746	0.011378	-0.0037109
-0.037025	0.15337	-0.092659	-0.068663	-0.056728	-0.084068	0.0050639	0.13428	-0.0039327	-0.013977	-0.0020592	0.0067027
-0.02633	0.037164	-0.042428	-0.084838	-0.038842	-0.074332	0.010694	-0.11621	0.05023	-0.016174	0.017886	0.0097366
-0.021531	0.0029025	-0.047588	-0.07304	-0.030613	-0.078774	0.004799	-0.034261	-0.0051596	0.011798	0.0082297	-0.0044425
-0.040894	0.19927	-0.14541	-0.06044	-0.044779	-0.098086	-0.019363	0.19637	-0.097827	0.0126	-0.014166	-0.019312
-0.040066	0.023589	-0.094424	-0.070228	-0.05231	-0.1049	0.00082759	-0.17568	0.05099	-0.0097882	-0.0075315	-0.0068168
-0.052162	0.15696	-0.18063	-0.043122	-0.07188	-0.11267	-0.012095	0.13337	-0.086208	0.027106	-0.01957	-0.0077637
-0.034769	0.15033	-0.10709	-0.073334	-0.059474	-0.089693	0.017393	-0.0066215	0.073544	-0.030212	0.012406	0.022974
-0.025009	0.00036254	-0.10665	-0.053995	-0.055492	-0.082076	0.0097595	-0.14997	0.00044197	0.019338	0.0039813	0.0076168
-0.016838	0.20595	-0.14416	-0.040276	-0.055617	-0.081142	0.0081709	0.20559	-0.037518	0.013719	-0.00012495	0.0009347
-0.0058572	0.041662	-0.086258	-0.07157	-0.037014	-0.061939	0.010981	-0.16429	0.057906	-0.031294	0.018603	0.019202
0.0079607	0.094879	-0.058485	-0.077063	-0.0048828	-0.033964	0.013818	0.053217	0.027773	-0.0054935	0.032131	0.027975
-0.0034788	0.18883	-0.20464	-0.013044	-0.053806	-0.052342	-0.011439	0.093946	-0.14615	0.064019	-0.048923	-0.018378
-0.011166	0.17491	-0.24919	0.010196	-0.059857	-0.073519	-0.0076873	-0.013919	-0.044556	0.02324	-0.0060503	-0.021177
-0.028855	0.18662	-0.49795	0.37647	-0.14934	-0.059063	-0.017689	0.011711	-0.24875	0.36627	-0.089483	0.014456
-0.018846	0.23474	-0.40895	0.40933	-0.099747	0.0047746	0.01001	0.048125	0.088996	0.032857	0.049592	0.063838
0.015212	0.055229	-0.29948	0.70084	-0.039823	0.18456	0.034058	-0.17951	0.10947	0.29151	0.059925	0.17979
0.027397	0.27802	-0.25356	0.55271	-0.0048248	0.23436	0.012184	0.22279	0.045919	-0.14813	0.034998	0.049797
0.051316	0.30114	-0.16627	0.48875	0.024175	0.28906	0.023919	0.02312	0.087292	-0.063957	0.029	0.054702
0.05341	0.26404	-0.19303	0.38918	0.0039444	0.2333	0.0020941	-0.037099	-0.02676	-0.099575	-0.02023	-0.055762
0.054023	0.39094	-0.1929	0.32829	-0.0010482	0.18631	0.00061306	0.12691	0.00012548	-0.060889	-0.0049926	-0.046993
0.043621	0.14176	-0.14722	0.35843	0.0092232	0.12843	-0.010403	-0.24918	0.045685	0.030145	0.010271	-0.057877
0.01812	0.16172	-0.18368	0.29476	-0.011206	0.091183	-0.025501	0.01996	-0.036461	-0.063672	-0.020429	-0.037246
0.0050731	0.13464	-0.15802	0.25909	-0.011148	0.076925	-0.013046	-0.027083	0.025657	-0.035676	5.7342e-05	-0.014258
0.0053793	-0.040387	-0.095494	0.1975	-0.004019	0.080315	0.00030621	-0.17503	0.062527	-0.061587	0.0071293	0.0033896
0.010099	0.1725	-0.12395	0.19446	-0.0032951	0.085956	0.0047198	0.21289	-0.028455	-0.0030342	0.00072387	0.0056417
0.021007	0.035513	-0.052862	0.16242	0.01046	0.073138	0.010908	-0.13699	0.071087	-0.032049	0.013755	-0.012818
0.030505	0.10589	-0.086428	0.16513	0.00092091	0.079262	0.0094978	0.070378	-0.033566	0.0027178	-0.0095393	0.0061235
0.026126	0.23538	-0.1201	0.16754	0.0053744	0.08862	-0.0043789	0.12949	-0.033668	0.0024039	0.0044535	0.009358
0.030781	0.10315	-0.11682	0.17803	0.0048761	0.095278	0.0046547	-0.13222	0.0032732	0.010488	-0.00049836	0.0066584
0.010582	0.29801	-0.22472	0.18547	5.8184e-05	0.088112	-0.020199	0.19486	-0.10789	0.0074487	-0.0048179	-0.0071663
0.010682	0.18297	-0.173	0.16928	0.0057961	0.086905	9.9948e-05	-0.11503	0.05172	-0.016189	0.0057379	-0.0012066
0.0028326	0.074528	-0.17057	0.14882	-0.0019926	0.064467	-0.0078492	-0.10844	0.0024314	-0.020469	-0.0077887	-0.022438
-0.0031444	0.21922	-0.17706	0.15717	0.0071468	0.076509	-0.005977	0.14469	-0.0064967	0.0083539	0.0091394	0.012042
-0.0033978	0.0091497	-0.12841	0.12505	0.0069273	0.061518	-0.0002534	-0.21007	0.04865	-0.032118	-0.00021948	-0.014991
-0.0055467	0.18662	-0.22468	0.144	0.0037144	0.068841	-0.0021489	0.17747	-0.096265	0.018949	-0.003213	0.0073227
-0.0035741	0.17806	-0.1993	0.12879	-0.0026952	0.066982	0.0019726	-0.008559	0.025373	-0.015212	-0.0064095	-0.0018587
-0.0025292	0.089626	-0.22689	0.15542	-0.014859	0.057242	0.0010449	-0.088433	-0.027585	0.026636	-0.012164	-0.0097402
-0.0055606	0.29493	-0.23733	0.15036	-0.015888	0.060016	-0.0030314	0.2053	-0.010442	-0.0050645	-0.0010287	0.0027742
-0.006902	0.096912	-0.1842	0.12697	-0.005406	0.052345	-0.0013414	-0.19801	0.053133	-0.023392	0.010482	-0.0076709
-0.0042022	0.19388	-0.18864	0.094899	-0.0050151	0.062239	0.0026998	0.096963	-0.0044459	-0.032068	0.00039092	0.009894
-0.00054752	0.15946	-0.13233	0.061382	0.0047473	0.064534	0.0036547	-0.034411	0.056318	-0.033517	0.0097624	0.0022944
0.0033934	0.033808	-0.10697	0.065121	-0.0058948	0.057432	0.0039409	-0.12566	0.025354	0.0037383	-0.010642	-0.0071021
0.011395	0.2522	-0.16494	0.053557	0.0066299	0.046725	0.0080017	0.2184	-0.057967	-0.011563	0.012525	-0.010707
0.001266	0.11124	-0.19715	0.11676	0.0042013	0.0041843	-0.010129	-0.14096	-0.032211	0.063198	-0.0024286	-0.042541
-0.0015147	0.2514	-0.31423	0.11903	0.0031396	-0.024541	-0.0027807	0.14016	-0.11708	0.0022765	-0.0010617	-0.028725
-0.0037857	0.23884	-0.33117	0.19676	0.019762	-0.04979	-0.002271	-0.012559	-0.016947	0.077733	0.016623	-0.025249
0.0036093	0.074554	-0.29188	0.15618	0.0061247	-0.036085	0.007395	-0.16429	0.039292	-0.040587	-0.013637	0.013704
0.017295	0.25332	-0.28543	0.15106	0.027254	-0.026184	0.013686	0.17877	0.0064543	-0.0051211	0.021129	0.0099013
0.021609	0.058923	-0.19148	0.10951	0.0050137	-0.00039369	0.0043138	-0.1944	0.093941	-0.041547	-0.02224	0.02579
0.012727	0.17625	-0.22788	0.091597	0.0092826	-0.022062	-0.0088816	0.11733	-0.036391	-0.017912	0.0042689	-0.021668
0.0085503	0.22356	-0.22764	0.071492	-0.011836	-0.039027	-0.0041771	0.04731	0.00023326	-0.020105	-0.021118	-0.016965
0.0032637	0.076759	-0.19573	0.097106	0.001081	-0.032254	-0.0052866	-0.1468	0.031915	0.025614	0.012917	0.0067734
0.012079	0.28003	-0.23583	0.11312	0.0060107	-0.01271	0.0088155	0.20327	-0.040104	0.016019	0.0049297	0.019544
0.03136	0.03919	-0.10583	0.20333	0.068477	0.06733	0.019281	-0.24084	0.13	0.09021	0.062466	0.08004
0.035049	0.13969	-0.099592	0.14941	0.084971	0.095619	0.0036892	0.1005	0.0062407	-0.053923	0.016494	0.028289
0.047428	0.12424	-0.004169	0.087503	0.1034	0.12878	0.012379	-0.015457	0.095423	-0.061909	0.018434	0.033163
0.044548	0.13307	-0.12643	0.20632	0.087039	0.053217	-0.0028799	0.0088342	-0.12226	0.11882	-0.016366	-0.075565
0.041481	0.23507	-0.15711	0.24027	0.099481	0.041654	-0.0030673	0.102	-0.030677	0.03395	0.012442	-0.011563
0.029069	0.029991	-0.31944	0.64052	0.12341	-0.027907	-0.012411	-0.20508	-0.16233	0.40025	0.023928	-0.069561
0.017598	0.063137	-0.22361	0.58958	0.16479	0.088634	-0.011471	0.033146	0.095834	-0.050934	0.041384	0.11654
0.0056935	-0.15869	-0.18312	0.63659	0.12969	0.10482	-0.011905	-0.22182	0.040482	0.047005	-0.035105	0.016182
0.025925	0.078951	-0.15821	0.54278	0.12659	0.1679	0.020231	0.23764	0.02491	-0.093808	-0.0030992	0.063079
0.011024	-0.026207	-0.093532	0.46806	0.058964	0.13656	-0.014901	-0.10516	0.064681	-0.074723	-0.067625	-0.031333
0.035129	0.17063	-0.18455	0.49184	0.049232	0.10217	0.024105	0.19684	-0.09102	0.023785	-0.0097316	-0.034396
0.046587	0.16062	-0.17318	0.56008	0.10161	0.16681	0.011458	-0.01001	0.011376	0.068241	0.052381	0.064641
0.073325	0.13865	-0.24514	0.56517	0.082448	0.077504	0.026738	-0.021969	-0.071969	0.005083	-0.019165	-0.089304
0.079749	0.26652	-0.39722	0.46618	0.10895	-0.052274	0.0064246	0.12786	-0.15207	-0.098982	0.026502	-0.12978
0.10165	-0.040674	-0.279	0.97941	0.18392	0.1898	0.021905	-0.30719	0.11822	0.51323	0.074966	0.24207
0.11413	-0.0094749	-0.2683	1.1405	0.24687	0.31953	0.012475	0.031199	0.010698	0.16111	0.062954	0.12973
0.22316	-0.10936	-0.0034711	2.2889	0.57965	1.1033	0.10903	-0.09988	0.26483	1.1484	0.33278	0.78373
0.26432	-0.098611	0.14529	2.3989	0.60633	1.1552	0.041151	0.010744	0.14876	0.10998	0.02668	0.051922
0.30789	0.25557	0.13918	2.4813	0.6882	1.257	0.04357	0.35418	-0.0061058	0.082466	0.081869	0.10177
0.30249	0.14603	0.16813	1.97	0.55399	0.97908	-0.0053951	-0.10954	0.028954	-0.51135	-0.13421	-0.27787
0.29663	0.39919	0.057694	2.1472	0.58607	1.0019	-0.0058594	0.25316	-0.11044	0.17715	0.032086	0.022834
0.32956	0.26853	0.015677	2.3494	0.646	1.0346	0.032925	-0.13066	-0.042017	0.20224	0.059926	0.03273
0.35114	0.13683	0.22533	3.5294	0.81607	1.3984	0.021587	-0.13169	0.20965	1.18	0.17007	0.36379
0.35856	0.061588	0.22302	3.5228	0.80005	1.3946	0.0074158	-0.075245	-0.0023071	-0.006619	-0.016015	-0.0038532
0.35885	-0.051518	0.42024	3.5882	0.75268	1.4776	0.0002901	-0.11311	0.19723	0.065377	-0.047371	0.083054
0.3487	-0.06977	0.31483	3.1172	0.65532	1.4156	-0.010149	-0.018252	-0.10542	-0.47097	-0.097363	-0.062065
0.36446	0.18844	0.20385	2.7245	0.62547	1.3425	0.015761	0.25821	-0.11098	-0.39266	-0.029854	-0.0731
0.34814	0.0025995	0.20779	2.6873	0.60995	1.3477	-0.016323	-0.18584	0.0039445	-0.037256	-0.015513	0.0051841
0.38001	0.32126	0.09021	2.5228	0.64868	1.3093	0.031872	0.31866	-0.11758	-0.16447	0.038727	-0.038323
0.36048	0.10051	0.17685	2.4221	0.58459	1.244	-0.019528	-0.22076	0.086636	-0.1007	-0.064093	-0.065387
0.38495	0.2516	0.094392	2.3716	0.60931	1.2308	0.024472	0.1511	-0.082454	-0.050502	0.02472	-0.013146
0.37846	0.26368	0.078905	2.2986	0.60844	1.218	-0.0064918	0.012073	-0.015487	-0.073017	-0.00086366	-0.012782
0.38956	0.095332	0.12003	2.2098	0.60997	1.2171	0.011098	-0.16834	0.041125	-0.088842	0.0015302	-0.00089534
0.43155	0.25242	0.05522	2.1745	0.63089	1.1804	0.041987	0.15709	-0.06481	-0.03528	0.02092	-0.036759
0.41624	-0.01315	0.072221	2.1322	0.5659	1.1502	-0.015308	-0.26557	0.017001	-0.042306	-0.064997	-0.030147
0.40673	0.27708	-0.20341	2.2142	0.58741	1.0294	-0.0095109	0.29024	-0.27563	0.082042	0.021517	-0.12086
0.30549	0.14889	-0.31482	2.1585	0.50049	1.0197	-0.10124	-0.12819	-0.11141	-0.055726	-0.086919	-0.0096793
0.2794	0.35814	-0.51276	2.054	0.52733	0.9312	-0.026082	0.20925	-0.19794	-0.1045	0.026837	-0.08848
0.25413	0.23807	-0.43036	1.8456	0.41547	0.94939	-0.02527	-0.12007	0.082401	-0.20833	-0.11186	0.018185
0.24927	0.19165	-0.31659	1.6912	0.43993	0.86854	-0.0048614	-0.046423	0.11377	-0.15449	0.02446	-0.080852
0.29587	0.23587	-0.21812	1.7283	0.43204	0.88546	0.046594	0.044225	0.098462	0.037148	-0.0078916	0.016927
0.36952	0.09115	-0.29338	1.688	0.34582	0.91131	0.073652	-0.14472	-0.075262	-0.040303	-0.086222	0.025846
0.51935	0.40419	-0.51667	1.6775	0.35173	0.97154	0.14983	0.31304	-0.22328	-0.01048	0.0059108	0.060229
0.6573	0.14717	-0.79356	1.483	0.13142	1.0601	0.13796	-0.25703	-0.27689	-0.19456	-0.22031	0.088561
0.66778	0.38708	-0.70789	1.2049	0.19604	0.9626	0.010481	0.23992	0.08567	-0.27804	0.064627	-0.097501
0.64848	0.044469	-0.57085	1.1997	0.17266	0.9885	-0.019301	-0.34262	0.13704	-0.0052147	-0.023385	0.025905
0.58006	0.23507	-0.31972	1.1066	0.26858	0.9724	-0.06842	0.1906	0.25113	-0.093117	0.095922	-0.016101
0.55697	0.11363	-0.20458	1.2252	0.36697	1.0752	-0.023094	-0.12144	0.11514	0.11855	0.098386	0.10277
0.5463	0.28341	-0.28791	1.2457	0.33645	1.0904	-0.010669	0.16978	-0.083329	0.020559	-0.030511	0.015208
0.54843	0.27089	-0.19306	1.2485	0.38202	1.1111	0.0021326	-0.012514	0.094846	0.0027733	0.045568	0.020759
0.54065	0.17286	-0.22416	1.2959	0.32174	1.0294	-0.0077811	-0.098033	-0.031099	0.047454	-0.060279	-0.081772
0.56588	0.27805	-0.15181	1.2642	0.34998	1.0681	0.025225	0.10519	0.072348	-0.031714	0.028235	0.038778
0.55318	0.0018243	-0.10867	1.2338	0.36303	1.0246	-0.012694	-0.27622	0.043148	-0.03039	0.013053	-0.043571
0.56216	0.285	-0.14286	1.2563	0.38316	1.0396	0.00898	0.28318	-0.034197	0.022496	0.020125	0.015041
0.55256	0.044565	-0.091466	1.198	0.37579	1.0497	-0.0096027	-0.24044	0.051396	-0.058347	-0.0073648	0.010068
0.57018	0.22144	-0.13363	1.1153	0.4112	1.0722	0.017624	0.17687	-0.042165	-0.082678	0.035409	0.022488
0.59215	0.18985	-0.053951	1.2378	0.42795	1.0524	0.021969	-0.031589	0.079679	0.12252	0.016747	-0.019749
0.61339	0.096187	-0.17594	1.2617	0.43681	1.0963	0.021235	-0.093663	-0.12199	0.023908	0.0088595	0.043876
0.62991	0.26539	-0.10366	1.6269	0.46484	1.016	0.016522	0.1692	0.072286	0.3652	0.028033	-0.08025
0.61865	0.08981	-0.31948	1.5449	0.42027	1.1371	-0.011258	-0.17558	-0.21582	-0.082031	-0.044567	0.12106
0.6104	0.23142	-0.26199	1.5438	0.51597	1.0969	-0.0082514	0.14161	0.057491	-0.0011311	0.095692	-0.040189
0.59549	0.21629	-0.33765	1.3748	0.52974	1.1479	-0.014914	-0.01513	-0.075661	-0.169	0.013773	0.050965
0.58072	0.13165	-0.32301	1.3188	0.51834	1.0986	-0.014763	-0.084646	0.014639	-0.055952	-0.011395	-0.049261
0.64248	0.29558	-0.26021	1.2951	0.58601	1.1176	0.061755	0.16394	0.0628	-0.023701	0.067665	0.019021
0.59324	-0.028588	-0.22792	1.3169	0.47451	1.0545	-0.049232	-0.32417	0.032285	0.021815	-0.1115	-0.063123
0.64364	0.3194	-0.2973	1.3226	0.56401	1.0552	0.050392	0.34799	-0.069377	0.0056766	0.089509	0.00071704
0.52373	0.12915	-0.35276	1.39	0.41321	0.92847	-0.11991	-0.19026	-0.055457	0.067366	-0.15081	-0.12677
0.52773	0.38432	-0.59094	1.3855	0.41844	0.93044	0.0039954	0.25518	-0.23818	-0.0044342	0.0052294	0.0019702
0.49514	0.39978	-0.63549	1.3547	0.36066	0.92161	-0.03259	0.01546	-0.044554	-0.030876	-0.057777	-0.0088265
0.50941	0.27288	-0.68436	1.2821	0.35309	0.94876	0.014275	-0.12691	-0.048872	-0.072556	-0.0075741	0.027142
0.51997	0.4472	-0.65544	1.3051	0.377	0.93818	0.010561	0.17432	0.028928	0.022973	0.023918	-0.010581
0.5176	0.2662	-0.54608	1.3477	0.35495	0.9243	-0.0023745	-0.181	0.10935	0.042581	-0.022057	-0.013874
0.49819	0.21058	-0.42977	1.4594	0.38777	0.87188	-0.019405	-0.055624	0.11631	0.11169	0.032819	-0.052419
0.52323	0.27737	-0.33005	1.4289	0.37712	0.90835	0.025033	0.066796	0.099727	-0.03042	-0.010643	0.036472
0.50894	-0.011427	-0.15605	1.3176	0.36199	0.91578	-0.014285	-0.2888	0.174	-0.11134	-0.01513	0.0074259
0.53406	0.30245	-0.20578	1.2119	0.34354	0.94997	0.025118	0.31387	-0.049731	-0.1057	-0.018458	0.034192
0.51934	0.13113	-0.061664	1.1186	0.31226	0.95955	-0.014717	-0.17132	0.14412	-0.093335	-0.031271	0.0095757
0.51802	0.17323	-0.13949	1.133	0.30094	0.9279	-0.0013176	0.042105	-0.077829	0.014471	-0.011326	-0.031652
0.54093	0.26826	-0.084633	1.0753	0.30192	0.92613	0.022911	0.095026	0.054859	-0.057736	0.00098292	-0.0017661
0.52106	0.039013	-0.082753	1.06	0.28074	0.90231	-0.019874	-0.22925	0.0018801	-0.015322	-0.021183	-0.023817
0.5441	0.17827	-0.11984	1.0854	0.29243	0.90871	0.023037	0.13925	-0.037089	0.025446	0.011695	0.0063975
0.47412	0.10834	-0.10966	1.1144	0.24992	0.86702	-0.069982	-0.06993	0.010177	0.028947	-0.042514	-0.041685
0.46655	0.015977	-0.14525	1.1787	0.24039	0.83409	-0.0075627	-0.092358	-0.035585	0.064311	-0.0095334	-0.032931
0.44751	0.30408	-0.21016	1.1306	0.23754	0.81419	-0.019047	0.28811	-0.064906	-0.048089	-0.0028493	-0.019899
0.45385	0.065126	-0.20136	1.1175	0.23021	0.79042	0.006342	-0.23896	0.0087916	-0.013058	-0.0073268	-0.023779
0.49602	0.44337	-0.32068	1.0939	0.26494	0.82885	0.042169	0.37825	-0.11931	-0.023628	0.034726	0.038438
0.47756	0.10744	-0.2439	1.0744	0.25137	0.79017	-0.018456	-0.33593	0.076781	-0.019529	-0.013562	-0.038685
0.52851	0.31045	-0.26977	1.0385	0.28742	0.83513	0.050949	0.203	-0.025874	-0.035901	0.03605	0.044966
0.50807	0.019088	-0.10202	0.97748	0.31488	0.80601	-0.020438	-0.29136	0.16775	-0.060995	0.027455	-0.029128
0.54231	0.14538	-0.14892	0.98064	0.33471	0.81082	0.034232	0.1263	-0.0469	0.0031611	0.019829	0.0048187
0.51716	0.14788	-0.11486	1.0101	0.34519	0.80504	-0.025148	0.0024988	0.034057	0.029462	0.010486	-0.0057883
0.49854	0.045162	-0.15989	1.0744	0.32382	0.7482	-0.018616	-0.10272	-0.04503	0.064351	-0.02137	-0.05684
0.49041	0.26725	-0.21458	1.0588	0.30001	0.77273	-0.0081359	0.22209	-0.05469	-0.015642	-0.02381	0.024536
0.44347	0.015114	-0.13874	1.0366	0.30256	0.69859	-0.046931	-0.25214	0.075842	-0.022253	0.0025466	-0.074144
0.43744	0.30269	-0.29094	1.0074	0.28819	0.70413	-0.0060297	0.28758	-0.1522	-0.029182	-0.014373	0.0055365
0.39288	0.18897	-0.21567	0.99505	0.2973	0.67694	-0.044563	-0.11373	0.075267	-0.012318	0.0091108	-0.02718
0.42904	0.21577	-0.21867	0.98001	0.31285	0.71307	0.036163	0.026808	-0.0029972	-0.015044	0.015548	0.036123
0.46694	0.32869	-0.2191	1.0521	0.32871	0.73077	0.037893	0.11292	-0.00043367	0.072061	0.015864	0.017704
0.46822	0.10219	-0.20353	1.0223	0.32927	0.71555	0.0012832	-0.22651	0.015578	-0.029802	0.00056348	-0.015222
0.45055	0.3981	-0.46122	1.1639	0.30008	0.67283	-0.017668	0.29592	-0.25769	0.14168	-0.029197	-0.042716
0.36886	0.038398	-0.41697	1.0183	0.22594	0.64086	-0.081694	-0.35971	0.044251	-0.14568	-0.074139	-0.03197
0.35361	0.35441	-0.55733	1.0602	0.18282	0.65055	-0.015251	0.31601	-0.14037	0.041948	-0.043118	0.0096842
0.35021	0.10349	-0.38362	0.94294	0.1563	0.65276	-0.0033984	-0.25092	0.17371	-0.11728	-0.026526	0.0022103
0.35636	0.29507	-0.46075	0.97043	0.16222	0.66304	0.0061542	0.19158	-0.077121	0.027489	0.0059254	0.010284
0.39059	0.30636	-0.40561	0.95799	0.21123	0.67046	0.034228	0.011289	0.055137	-0.012437	0.04901	0.0074179
0.37088	0.24754	-0.51507	0.96706	0.18041	0.65396	-0.01971	-0.058819	-0.10947	0.0090687	-0.030816	-0.016496
0.39114	0.4703	-0.51901	0.95596	0.20166	0.67555	0.02026	0.22276	-0.0039357	-0.011093	0.021249	0.021582
0.39853	0.21059	-0.63801	1.0056	0.24532	0.6375	0.0073883	-0.25971	-0.11899	0.049599	0.043652	-0.038045
0.39385	0.4137	-0.59035	0.96365	0.25068	0.65681	-0.0046767	0.2031	0.047655	-0.041912	0.0053673	0.019308
0.39152	0.12434	-0.71233	1.0601	0.2704	0.5845	-0.002335	-0.28936	-0.12198	0.096465	0.019721	-0.072313
0.28049	0.2931	-0.68334	1.0083	0.017248	0.53625	-0.11103	0.16876	0.028988	-0.051853	-0.25316	-0.04825
0.24106	0.16043	-0.67349	1.0526	0.021758	0.44612	-0.039428	-0.13267	0.0098513	0.044296	0.0045093	-0.090122
0.3121	0.083674	-0.4281	0.92992	0.20488	0.53442	0.07104	-0.076753	0.2454	-0.12264	0.18312	0.0883
0.38051	0.15899	-0.23439	0.83348	0.53704	0.59929	0.068413	0.075315	0.19371	-0.096445	0.33216	0.064871
0.52188	-0.049678	0.02328	0.72671	0.86981	0.72183	0.14137	-0.20867	0.25767	-0.10677	0.33278	0.12253
0.41604	0.36671	-0.10018	0.67785	0.74646	0.68204	-0.10584	0.41638	-0.12346	-0.048855	-0.12335	-0.039787
0.41253	0.22561	-0.038956	0.66265	0.71723	0.63028	-0.0035079	-0.14109	0.061219	-0.015209	-0.029233	-0.051757
0.37237	0.3513	-0.096428	0.67762	0.59558	0.59278	-0.040168	0.12568	-0.057471	0.014979	-0.12164	-0.0375
0.43489	0.26944	-0.0027006	0.66281	0.65435	0.6069	0.062524	-0.081854	0.093727	-0.014813	0.058772	0.014113
