PartnerKeeps,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ITIonset_raw,decision_onset_raw,outcome_offset_raw,outcome_onset_raw,resp_onset_raw,resp_raw,trialDuration_raw,order
13,1,44,7,2,1,6,221.712646484375,222.72607421875,225.74313354492188,224.7271270751953,223.09439086914062,2.0,3.0170700550079346,43.0
17,1,45,3,2,1,6,225.74607849121094,226.75958251953125,229.77658081054688,228.76113891601562,227.21151733398438,1.0,3.0169949531555176,44.0
10,1,46,10,2,1,6,229.77943420410156,230.79296875,233.81027221679688,232.79544067382812,231.2296142578125,2.0,3.017307996749878,45.0
10,1,47,10,2,1,6,233.81309509277344,234.82774353027344,237.84474182128906,236.8279571533203,,,3.017001152038574,46.0
15,1,48,5,2,1,6,237.84764099121094,238.86099243164062,241.8891143798828,240.862548828125,239.38014221191406,2.0,3.02811598777771,47.0
10,1,49,10,1,8,7,241.89260864257812,249.89559936523438,252.91307067871094,251.89694213867188,250.2818145751953,1.0,3.017462968826294,48.0
10,1,50,10,1,1,7,252.91673278808594,253.93002319335938,256.9474792480469,255.9302520751953,254.24977111816406,2.0,3.017454147338867,49.0
10,1,51,10,1,1,7,256.9508361816406,257.9632568359375,260.97955322265625,259.96453857421875,258.2958068847656,1.0,3.0163159370422363,50.0
11,1,52,9,1,1,7,260.98297119140625,261.9964599609375,265.0133972167969,263.9983215332031,262.58221435546875,2.0,3.016922950744629,51.0
17,1,53,3,1,1,7,265.0169372558594,266.0297546386719,269.0482482910156,268.03094482421875,266.9674377441406,1.0,3.0184929370880127,52.0
12,1,54,8,1,1,7,269.0516052246094,270.06451416015625,273.0826110839844,272.06475830078125,270.40106201171875,2.0,3.0181009769439697,53.0
15,1,55,5,1,1,7,273.0863037109375,274.097900390625,277.1176452636719,276.0987548828125,274.8343200683594,2.0,3.0197370052337646,54.0
11,1,56,9,1,1,7,277.12091064453125,278.1315612792969,281.14971923828125,280.13238525390625,278.5840759277344,2.0,3.018157958984375,55.0
12,1,57,8,1,8,8,281.1532287597656,289.16632080078125,292.1830749511719,291.1677551269531,289.568603515625,1.0,3.0167620182037354,56.0
11,1,58,9,1,1,8,292.1865539550781,293.20111083984375,296.2167053222656,295.20159912109375,294.4353332519531,1.0,3.015591859817505,57.0
14,1,59,6,1,1,8,296.2200012207031,297.23394775390625,300.2856140136719,299.25299072265625,298.5038757324219,2.0,3.051645040512085,58.0
10,1,60,10,1,1,8,300.2889709472656,301.301513671875,304.318115234375,303.30230712890625,,,3.016611099243164,59.0
10,1,61,10,1,1,8,304.3218078613281,305.3345642089844,308.3521423339844,307.3360595703125,306.603515625,1.0,3.017573118209839,60.0
13,1,62,7,1,1,8,308.3564453125,309.3689880371094,312.3860778808594,311.3693542480469,310.3390197753906,2.0,3.0170798301696777,61.0
19,1,63,1,1,1,8,312.389404296875,313.40362548828125,316.419677734375,315.4043273925781,313.7711486816406,1.0,3.0160489082336426,62.0
11,1,64,9,1,1,8,316.42315673828125,317.43890380859375,320.47076416015625,319.45489501953125,317.7718200683594,2.0,3.0318639278411865,63.0
13,1,65,7,1,12,9,320.4742736816406,332.4881896972656,335.50640869140625,334.48907470703125,333.8746643066406,2.0,3.0182220935821533,64.0
11,1,66,9,1,1,9,335.5097351074219,336.5223693847656,339.5397033691406,338.5238342285156,336.92376708984375,1.0,3.0173439979553223,65.0
11,1,67,9,1,1,9,339.54315185546875,340.55706787109375,343.6003112792969,342.5743408203125,341.0423278808594,2.0,3.043231964111328,66.0
13,1,68,7,1,1,9,343.6037292480469,344.6061096191406,347.62353515625,346.6083984375,345.2095642089844,1.0,3.017436981201172,67.0
11,1,69,9,1,1,9,347.626953125,348.6408996582031,351.6570739746094,350.6431579589844,349.0596923828125,1.0,3.0161869525909424,68.0
16,1,70,4,1,1,9,351.6604309082031,352.6744079589844,355.70782470703125,354.6921691894531,353.1438903808594,2.0,3.033407211303711,69.0
15,1,71,5,1,1,9,355.7111511230469,356.7242736816406,359.7415771484375,358.72576904296875,357.1774597167969,2.0,3.017317056655884,70.0
13,1,72,7,1,1,9,359.7449645996094,360.7592468261719,363.79327392578125,362.7760314941406,,,3.034048080444336,71.0
19,0,73,1,2,12,10,363.7961730957031,375.810546875,378.8289794921875,377.8108215332031,376.2287902832031,1.0,3.0184261798858643,72.0
16,0,74,4,2,1,10,378.83184814453125,379.8439025878906,382.8607177734375,381.8448791503906,380.7768249511719,1.0,3.0168230533599854,73.0
13,0,75,7,2,1,10,382.86358642578125,383.8780517578125,386.8941955566406,385.8789367675781,384.37750244140625,2.0,3.0161519050598145,74.0
17,0,76,3,2,1,10,386.8970031738281,387.9122314453125,390.9290466308594,389.91259765625,388.18011474609375,2.0,3.0168190002441406,75.0
19,0,77,1,2,1,10,390.9320373535156,391.9457702636719,394.96270751953125,393.9466857910156,392.4642333984375,2.0,3.0169460773468018,76.0
19,0,78,1,2,1,10,394.96575927734375,395.9793701171875,398.9956970214844,397.97979736328125,397.0989074707031,1.0,3.0163540840148926,77.0
17,0,79,3,2,1,10,398.9985656738281,400.01361083984375,403.02935791015625,402.0145263671875,400.49859619140625,1.0,3.015756130218506,78.0
14,0,80,6,2,1,10,403.0322265625,404.04779052734375,407.0810241699219,406.0490417480469,404.76556396484375,2.0,3.033220052719116,79.0
13,1,81,7,2,10,11,407.08404541015625,417.0977783203125,420.12982177734375,419.10015869140625,418.1676940917969,1.0,3.032067060470581,80.0
13,1,82,7,2,1,11,420.1332092285156,421.150146484375,424.18328857421875,423.16729736328125,,,3.0331339836120605,81.0
10,1,83,10,2,1,11,424.1868591308594,425.1998596191406,428.2331237792969,427.2174377441406,425.453369140625,2.0,3.0332491397857666,82.0
12,1,84,8,2,1,11,428.23583984375,429.2514343261719,432.28021240234375,431.251953125,429.836669921875,1.0,3.0287818908691406,83.0
11,1,85,9,2,1,11,432.2836608886719,433.3017883300781,436.3189697265625,435.302490234375,435.0703125,1.0,3.0171990394592285,84.0
19,1,86,1,2,1,11,436.3218994140625,437.33502197265625,440.3504333496094,439.3352355957031,439.01983642578125,1.0,3.015428066253662,85.0
11,1,87,9,2,1,11,440.3533630371094,441.36895751953125,444.3962707519531,443.3692626953125,441.9369201660156,2.0,3.0272979736328125,86.0
15,1,88,5,2,1,11,444.3993225097656,445.40240478515625,448.44525146484375,447.4208068847656,445.736572265625,2.0,3.042846918106079,87.0
16,0,89,4,1,8,12,448.4490966796875,456.4533996582031,459.4788513183594,458.4560546875,457.15631103515625,2.0,3.0254549980163574,88.0
18,0,90,2,1,1,12,459.482666015625,460.48736572265625,463.5203857421875,462.5029296875,460.8889465332031,2.0,3.033010959625244,89.0
15,0,91,5,1,1,12,463.523681640625,464.53753662109375,467.5544128417969,466.53802490234375,465.1884460449219,2.0,3.0168800354003906,90.0
19,0,92,1,1,1,12,467.55767822265625,468.5715637207031,471.605224609375,470.5880126953125,469.1712951660156,1.0,3.0336458683013916,91.0
19,0,93,1,1,1,12,471.6083984375,472.6250305175781,475.6554870605469,474.6391296386719,472.9425048828125,2.0,3.0304620265960693,92.0
16,0,94,4,1,1,12,475.6587829589844,476.672119140625,479.68890380859375,478.67279052734375,477.40753173828125,2.0,3.0168039798736572,93.0
11,0,95,9,1,1,12,479.69232177734375,480.70635986328125,483.72235107421875,482.7074890136719,481.95831298828125,1.0,3.0159921646118164,94.0
16,0,96,4,1,1,12,483.7261657714844,484.7388916015625,487.7570495605469,486.7404479980469,486.409423828125,2.0,3.018148899078369,95.0
14,0,97,6,2,10,13,487.7610168457031,497.77398681640625,500.7917175292969,499.7749328613281,498.5106201171875,2.0,3.017719030380249,96.0
17,0,98,3,2,1,13,500.795654296875,501.8088073730469,504.8442077636719,503.8250427246094,502.5934143066406,1.0,3.035382032394409,97.0
19,0,99,1,2,1,13,504.8471374511719,505.857666015625,508.87548828125,507.85931396484375,506.1771545410156,2.0,3.0178050994873047,98.0
11,0,100,9,2,1,13,508.8782653808594,509.8936767578125,512.9251708984375,511.9102783203125,510.3789367675781,1.0,3.0314950942993164,99.0
17,0,101,3,2,1,13,512.927978515625,513.9436645507812,516.958984375,515.9442138671875,514.5136108398438,2.0,3.0153470039367676,100.0
19,0,102,1,2,1,13,516.9619140625,517.9767456054688,520.9934692382812,519.9788818359375,519.24560546875,1.0,3.016713857650757,101.0
17,0,103,3,2,1,13,520.9974975585938,522.010986328125,525.0280151367188,524.0119018554688,522.7103881835938,2.0,3.0170350074768066,102.0
16,0,104,4,2,1,13,525.0313720703125,526.0438842773438,529.0628662109375,528.0449829101562,526.38037109375,1.0,3.0190069675445557,103.0
17,0,105,3,1,8,14,529.0665893554688,537.0781860351562,540.1076049804688,539.0820922851562,537.7646484375,2.0,3.029448986053467,104.0
18,0,106,2,1,1,14,540.1113891601562,541.1124877929688,544.1310424804688,543.1129760742188,543.0142211914062,2.0,3.018568992614746,105.0
14,0,107,6,1,1,14,544.1345825195312,545.1469116210938,548.1903076171875,547.164794921875,545.6149291992188,1.0,3.0433781147003174,106.0
17,0,108,3,1,1,14,548.1937866210938,549.1978759765625,552.2132568359375,551.1986694335938,549.6996459960938,2.0,3.0154011249542236,107.0
19,0,109,1,1,1,14,552.216552734375,553.230712890625,556.2481079101562,555.23291015625,553.6991577148438,1.0,3.0173871517181396,108.0
13,0,110,7,1,1,14,556.2515258789062,557.2652587890625,560.2820434570312,559.2653198242188,557.500244140625,2.0,3.0167551040649414,109.0
16,0,111,4,1,1,14,560.2854614257812,561.2986450195312,564.316162109375,563.2994384765625,561.949951171875,1.0,3.0175249576568604,110.0
17,0,112,3,1,1,14,564.3203125,565.3331298828125,568.351806640625,567.333251953125,565.9006958007812,1.0,3.018641948699951,111.0
11,1,113,9,2,8,15,568.3572998046875,576.3666381835938,579.383544921875,578.3682250976562,576.6192626953125,1.0,3.016939163208008,112.0
13,1,114,7,2,1,15,579.3873291015625,580.4003295898438,583.4178466796875,582.4024047851562,580.7526245117188,2.0,3.017530918121338,113.0
10,1,115,10,2,1,15,583.4209594726562,584.4370727539062,587.4693603515625,586.4514770507812,584.9864501953125,1.0,3.0322468280792236,114.0
13,1,116,7,2,1,15,587.47216796875,588.484375,591.5014038085938,590.4860229492188,589.4038696289062,2.0,3.017019033432007,115.0
12,1,117,8,2,1,15,591.5042114257812,592.5189819335938,595.5369262695312,594.5194091796875,593.6209106445312,1.0,3.017906904220581,116.0
14,1,118,6,2,1,15,595.5405883789062,596.5535278320312,599.5870361328125,598.5700073242188,,,3.033511161804199,117.0
11,1,119,9,2,1,15,599.5908813476562,600.6024780273438,603.6201171875,602.6028442382812,602.5891723632812,1.0,3.0176548957824707,118.0
19,1,120,1,2,1,15,603.6234741210938,604.636962890625,607.655029296875,606.6370239257812,605.1904296875,2.0,3.018104076385498,119.0
19,0,121,1,2,12,16,607.657958984375,619.6724853515625,622.706298828125,621.6895141601562,620.3381958007812,1.0,3.033787965774536,120.0
13,0,122,7,2,1,16,622.7092895507812,623.7232055664062,626.739013671875,625.7233276367188,,,3.0157811641693115,121.0
19,0,123,1,2,1,16,626.7422485351562,627.7562255859375,630.7733154296875,629.7571411132812,,,3.017122983932495,122.0
19,0,124,1,2,1,16,630.7763061523438,631.7900390625,634.8080444335938,633.7910766601562,632.2423095703125,1.0,3.0180211067199707,123.0
18,0,125,2,2,1,16,634.8111572265625,635.8253173828125,638.8563842773438,637.8422241210938,,,3.031062126159668,124.0
14,0,126,6,2,1,16,638.8591918945312,639.8732299804688,642.9032592773438,641.8754272460938,641.5577392578125,2.0,3.0299980640411377,125.0
19,0,127,1,2,1,16,642.906005859375,643.9081420898438,646.9266967773438,645.9088134765625,,,3.018555164337158,126.0
19,0,128,1,2,1,16,646.9295654296875,647.9420776367188,650.9597778320312,649.9429321289062,648.3931884765625,2.0,3.0177199840545654,127.0
15,0,129,5,1,8,17,650.9636840820312,658.976806640625,661.993896484375,660.9777221679688,659.428955078125,1.0,3.017138957977295,128.0
19,0,130,1,1,1,17,661.9985961914062,663.010009765625,666.1118774414062,665.0105590820312,663.6962890625,2.0,3.1019160747528076,129.0
13,0,131,7,1,1,17,666.1153564453125,667.12841796875,670.1437377929688,669.1290893554688,667.6129760742188,1.0,3.0152859687805176,130.0
17,0,132,3,1,1,17,670.1470336914062,671.1627807617188,674.1951904296875,673.1779174804688,671.7311401367188,2.0,3.0324389934539795,131.0
18,0,133,2,1,1,17,674.1984252929688,675.2113037109375,678.229248046875,677.2117919921875,,,3.0179550647735596,132.0
17,0,134,3,1,1,17,678.232666015625,679.276611328125,682.2958984375,681.2789916992188,679.6138305664062,1.0,3.0193209648132324,133.0
18,0,135,2,1,1,17,682.2991333007812,683.3133544921875,686.3461303710938,685.3306884765625,683.8486328125,2.0,3.03277587890625,134.0
18,0,136,2,1,1,17,686.3494262695312,687.3630981445312,690.3810424804688,689.3637084960938,687.79638671875,2.0,3.0179882049560547,135.0
12,1,137,8,2,10,18,690.3839721679688,700.3980712890625,703.4151611328125,702.3991088867188,700.9660034179688,1.0,3.017054796218872,136.0
19,1,138,1,2,1,18,703.4179077148438,704.4315185546875,707.4483642578125,706.4334716796875,,,3.016871929168701,137.0
13,1,139,7,2,1,18,707.4512939453125,708.4658203125,711.4833984375,710.4663696289062,709.068115234375,2.0,3.0175671577453613,138.0
13,1,140,7,2,1,18,711.4862060546875,712.4998168945312,715.5164794921875,714.4999389648438,712.9180297851562,1.0,3.0166869163513184,139.0
12,1,141,8,2,1,18,715.5195922851562,716.5330200195312,719.5503540039062,718.533447265625,717.2344360351562,1.0,3.0173399448394775,140.0
10,1,142,10,2,1,18,719.55322265625,720.5679321289062,723.6004028320312,722.5848388671875,721.2857055664062,2.0,3.032486915588379,141.0
15,1,143,5,2,1,18,723.6034545898438,724.6193237304688,727.65185546875,726.6351928710938,725.1025390625,2.0,3.032512903213501,142.0
11,1,144,9,2,1,18,727.65478515625,728.6683349609375,731.6852416992188,730.6689453125,729.3865356445312,1.0,3.016873836517334,143.0
