trans_x_mm    trans_y_mm    trans_z_mm    rot_x_degrees    rot_y_degrees    rot_z_degrees    trans_x_mm_dt    trans_y_mm_dt    trans_z_mm_dt    rot_x_degrees_dt    rot_y_degrees_dt    rot_z_degrees_dt    framewise_displacement
0.104330    0.185210    0.072196    0.047912    0.239710    0.226200    0.008026    0.023964    0.057760    -0.024425    0.010736    0.015442    0.133905
0.106830    0.040794    0.112210    0.053386    0.239790    0.222780    0.002500    -0.144420    0.040016    0.005473    0.000074    -0.003420    0.194761
0.093549    0.214040    0.097197    0.018762    0.230440    0.202500    -0.013284    0.173250    -0.015015    -0.034624    -0.009342    -0.020271    0.257612
0.067004    0.164350    0.093675    -0.006461    0.215180    0.176780    -0.026545    -0.049695    -0.003522    -0.025223    -0.015264    -0.025722    0.137530
0.046843    0.176680    0.039322    -0.111490    0.198630    0.121250    -0.020160    0.012329    -0.054353    -0.105030    -0.016550    -0.055535    0.241401
0.032166    0.308130    0.006042    -0.152160    0.199920    0.104650    -0.014678    0.131450    -0.033280    -0.040665    0.001289    -0.016601    0.230510
0.032615    0.078901    0.035054    -0.156950    0.192270    0.092259    0.000449    -0.229230    0.029012    -0.004792    -0.007645    -0.012388    0.280359
0.042065    0.216160    0.018767    -0.150310    0.194060    0.098587    0.009450    0.137260    -0.016287    0.006635    0.001788    0.006328    0.175875
0.048735    0.123830    0.066544    -0.120350    0.192350    0.098819    0.006670    -0.092325    0.047777    0.029964    -0.001709    0.000232    0.174617
0.050250    0.062777    0.048835    -0.144650    0.191880    0.094575    0.001515    -0.061055    -0.017709    -0.024297    -0.000468    -0.004243    0.105596
0.049901    0.216230    0.038338    -0.150590    0.186340    0.073930    -0.000349    0.153450    -0.010497    -0.005948    -0.005543    -0.020645    0.192333
0.034088    0.089929    0.037298    -0.162840    0.176830    0.072822    -0.015813    -0.126300    -0.001040    -0.012245    -0.009515    -0.001108    0.163110
0.034151    0.226970    0.011297    -0.138820    0.170510    0.070869    0.000063    0.137050    -0.026002    0.024023    -0.006320    -0.001953    0.191286
0.010106    0.251900    0.000378    -0.118150    0.155460    0.066065    -0.024045    0.024924    -0.010918    0.020666    -0.015043    -0.004804    0.095257
0.002785    0.191420    -0.007116    -0.086742    0.161800    0.086949    -0.007321    -0.060479    -0.007495    0.031407    0.006334    0.020884    0.126462
-0.015224    0.215410    -0.028033    -0.121420    0.132830    0.060838    -0.018009    0.023988    -0.020916    -0.034678    -0.028966    -0.026111    0.141245
-0.012177    0.127900    -0.021440    -0.126090    0.143320    0.077908    0.003047    -0.087513    0.006593    -0.004670    0.010495    0.017070    0.125276
-0.010714    0.128280    -0.052153    -0.111410    0.133140    0.074886    0.001462    0.000389    -0.030713    0.014680    -0.010180    -0.003022    0.056888
-0.003336    0.147680    -0.037101    -0.066634    0.153130    0.088480    0.007379    0.019396    0.015052    0.044776    0.019985    0.013595    0.110212
-0.005489    0.197450    -0.063339    -0.009288    0.157530    0.108120    -0.002153    0.049767    -0.026238    0.057345    0.004400    0.019643    0.149184
0.006393    0.185310    -0.025248    -0.056965    0.170340    0.110940    0.011882    -0.012134    0.038090    -0.047677    0.012814    0.002821    0.117359
0.005353    0.213270    -0.056202    -0.071144    0.156500    0.109950    -0.001040    0.027959    -0.030954    -0.014179    -0.013846    -0.000994    0.085269
0.017011    0.231490    0.018066    -0.160490    0.154880    0.123980    0.011658    0.018216    0.074268    -0.089350    -0.001614    0.014027    0.195772
0.025521    0.092422    0.128710    -0.202150    0.128000    0.131180    0.008510    -0.139070    0.110640    -0.041656    -0.026887    0.007201    0.324318
0.015144    0.202000    0.055628    -0.166640    0.120370    0.107980    -0.010377    0.109580    -0.073082    0.035514    -0.007629    -0.023198    0.250930
0.009445    0.182630    0.009705    -0.149010    0.106140    0.110140    -0.005699    -0.019378    -0.045923    0.017624    -0.014229    0.002166    0.100680
-0.027444    0.261290    -0.306720    -0.015075    0.116820    0.045284    -0.036888    0.078668    -0.316420    0.133940    0.010683    -0.064861    0.614772
-0.036177    0.377660    -0.336930    -0.039175    0.113400    0.075601    -0.008733    0.116370    -0.030216    -0.024100    -0.003419    0.030317    0.205785
-0.020761    0.115920    -0.325260    -0.034580    0.135840    0.058241    0.015416    -0.261740    0.011676    0.004594    0.022436    -0.017361    0.327568
-0.013567    0.287310    -0.281680    -0.094992    0.124410    0.072277    0.007194    0.171390    0.043573    -0.060411    -0.011432    0.014037    0.297107
0.017480    0.057357    -0.195280    -0.132280    0.141400    0.077692    0.031047    -0.229960    0.086408    -0.037285    0.016991    0.005415    0.399492
0.021119    0.273050    -0.258350    -0.162680    0.143440    0.068282    0.003639    0.215690    -0.063074    -0.030406    0.002049    -0.009410    0.318923
0.024708    0.179850    -0.206350    -0.195170    0.149120    0.072278    0.003589    -0.093200    0.051999    -0.032490    0.005673    0.003996    0.185586
0.027450    0.218970    -0.241170    -0.214060    0.161490    0.056530    0.002741    0.039123    -0.034822    -0.018887    0.012369    -0.015748    0.117704
-0.004324    0.291600    -0.230540    -0.210530    0.125180    0.044091    -0.031773    0.072629    0.010637    0.003534    -0.036303    -0.012438    0.160656
-0.002593    0.197710    -0.270770    -0.238500    0.141310    0.037113    0.001731    -0.093884    -0.040229    -0.027975    0.016128    -0.006978    0.180425
-0.009378    0.313940    -0.209270    -0.235240    0.103060    0.045327    -0.006785    0.116220    0.061492    0.003258    -0.038257    0.008214    0.227908
-0.003779    0.090839    -0.189500    -0.181620    0.128460    0.064928    0.005599    -0.223100    0.019776    0.053626    0.025403    0.019601    0.334533
-0.002689    0.117880    -0.069878    -0.127520    0.145030    0.097823    0.001090    0.027040    0.119620    0.054093    0.016567    0.032895    0.238131
-0.018705    0.032743    -0.043348    -0.019434    0.169190    0.129800    -0.016017    -0.085135    0.026529    0.108090    0.024162    0.031977    0.270995
-0.017023    0.154600    0.002082    -0.076711    0.209620    0.137450    0.001682    0.121860    0.045430    -0.057277    0.040428    0.007649    0.260910
-0.016467    0.296790    -0.045044    -0.078717    0.204150    0.137400    0.000556    0.142190    -0.047125    -0.002007    -0.005470    -0.000045    0.196439
-0.010542    0.302220    -0.049504    -0.119350    0.193950    0.114730    0.005925    0.005424    -0.004460    -0.040636    -0.010195    -0.022676    0.079958
0.007785    0.350610    -0.085992    -0.124940    0.206670    0.122630    0.018327    0.048397    -0.036489    -0.005589    0.012723    0.007904    0.126078
0.019059    0.185250    -0.048076    -0.108970    0.199080    0.116510    0.011274    -0.165370    0.037916    0.015968    -0.007589    -0.006118    0.240450
0.052815    0.129190    -0.016465    -0.171110    0.237210    0.115910    0.033756    -0.056052    0.031611    -0.062134    0.038128    -0.000602    0.209453
0.046899    0.106950    -0.045019    -0.192900    0.207760    0.078918    -0.005916    -0.022241    -0.028554    -0.021796    -0.029448    -0.036995    0.133707
0.046954    -0.033576    -0.011322    -0.217360    0.206910    0.045278    0.000056    -0.140530    0.033697    -0.024459    -0.000850    -0.033640    0.225722
0.000190    0.147220    -0.150150    -0.221610    0.142950    0.004769    -0.046764    0.180790    -0.138820    -0.004251    -0.063966    -0.040509    0.461263
-0.009181    0.041485    -0.097443    -0.232880    0.139710    0.008666    -0.009371    -0.105730    0.052703    -0.011262    -0.003237    0.003897    0.183876
-0.018994    0.178900    -0.157140    -0.266030    0.106440    0.010065    -0.009813    0.137420    -0.059696    -0.033156    -0.033272    0.001399    0.266108
-0.010892    0.194290    -0.071064    -0.292930    0.116880    0.013670    0.008102    0.015387    0.086075    -0.026893    0.010441    0.003605    0.145299
-0.000668    0.132610    -0.082736    -0.299070    0.117160    0.005069    0.010224    -0.061679    -0.011672    -0.006147    0.000283    -0.008601    0.096684
-0.012804    0.318000    -0.075840    -0.271440    0.101220    -0.020393    -0.012136    0.185390    0.006896    0.027632    -0.015946    -0.025462    0.264664
-0.003808    0.104130    -0.095899    -0.309540    0.110520    -0.017467    0.008996    -0.213860    -0.020059    -0.038104    0.009304    0.002926    0.286843
0.009773    0.331900    -0.112560    -0.368320    0.152820    0.027773    0.013581    0.227770    -0.016658    -0.058773    0.042298    0.045240    0.385700
0.021943    0.084263    -0.136310    -0.235310    0.122590    -0.002531    0.012170    -0.247640    -0.023748    0.133010    -0.030230    -0.030304    0.452457
0.028230    0.257390    -0.164170    -0.247130    0.132810    0.013478    0.006287    0.173130    -0.027867    -0.011820    0.010225    0.016009    0.240478
0.001411    0.146370    -0.212590    0.087950    -0.013204    -0.108540    -0.026819    -0.111020    -0.048421    0.335080    -0.146020    -0.122020    0.712574
-0.002148    0.092661    -0.184590    -0.090731    0.006537    -0.129500    -0.003559    -0.053708    0.028004    -0.178680    0.019741    -0.020960    0.276715
-0.004511    0.200640    -0.210870    -0.027516    -0.003317    -0.132060    -0.002362    0.107980    -0.026281    0.063215    -0.009853    -0.002555    0.202620
0.018103    0.035884    -0.143270    -0.157170    0.074244    -0.106120    0.022613    -0.164760    0.067601    -0.129650    0.077561    0.025933    0.458436
0.024945    0.248340    -0.159600    -0.156990    0.097855    -0.045218    0.006843    0.212460    -0.016334    0.000178    0.023610    0.060906    0.309537
0.027889    0.206970    -0.125180    -0.127360    0.086818    -0.045381    0.002944    -0.041372    0.034421    0.029636    -0.011037    -0.000163    0.114365
0.031555    0.208820    -0.110990    -0.205480    0.089904    -0.035289    0.003666    0.001846    0.014190    -0.078122    0.003086    0.010092    0.099379
0.045535    0.328840    -0.088925    -0.230350    0.095190    -0.021414    0.013980    0.120020    0.022067    -0.024874    0.005287    0.013875    0.194489
0.042102    0.170660    -0.086749    -0.266440    0.096689    -0.038466    -0.003432    -0.158180    0.002176    -0.036086    0.001499    -0.017052    0.211472
0.040796    0.294380    -0.110420    -0.272280    0.088018    -0.039442    -0.001306    0.123720    -0.023670    -0.005843    -0.008671    -0.000976    0.162212
0.008935    0.289140    -0.161550    -0.280240    0.067623    -0.052644    -0.031861    -0.005246    -0.051133    -0.007964    -0.020396    -0.013202    0.124496
0.005994    0.172990    -0.131480    -0.308860    0.063465    -0.047712    -0.002941    -0.116150    0.030075    -0.028618    -0.004158    0.004932    0.182069
-0.001710    0.306260    -0.137140    -0.318420    0.051513    -0.025565    -0.007704    0.133270    -0.005659    -0.009556    -0.011952    0.022147    0.184734
0.009582    -0.016274    -0.086606    -0.362150    0.061052    -0.039158    0.011292    -0.322530    0.050530    -0.043729    0.009539    -0.013593    0.442708
0.003202    0.222010    -0.124890    -0.359310    0.041891    -0.050209    -0.006380    0.238280    -0.038286    0.002841    -0.019162    -0.011051    0.311791
0.009109    -0.008621    -0.112320    -0.364860    0.066923    -0.074652    0.005907    -0.230630    0.012572    -0.005550    0.025032    -0.024443    0.297126
0.018945    0.215230    -0.129920    -0.302960    0.077235    -0.069071    0.009836    0.223850    -0.017599    0.061896    0.010312    0.005581    0.319174
0.039378    0.137970    -0.108860    -0.298280    0.111980    -0.056979    0.020433    -0.077253    0.021056    0.004676    0.034746    0.012091    0.163710
0.056850    0.256470    -0.161340    -0.273460    0.137750    -0.056271    0.017472    0.118490    -0.052475    0.024827    0.025772    0.000708    0.233218
0.044693    0.348420    -0.192450    -0.270230    0.135690    -0.046968    -0.012157    0.091955    -0.031114    0.003228    -0.002060    0.009303    0.147952
0.024868    0.273020    -0.190100    -0.286100    0.116570    -0.064162    -0.019825    -0.075400    0.002348    -0.015867    -0.019122    -0.017194    0.143114
0.010558    0.357820    -0.228510    -0.259070    0.088849    -0.046178    -0.014310    0.084795    -0.038409    0.027030    -0.027723    0.017984    0.200993
-0.004160    0.249280    -0.109950    -0.327150    0.053587    -0.063307    -0.014718    -0.108540    0.118560    -0.068083    -0.035262    -0.017129    0.346949
-0.003386    0.139940    -0.092550    -0.359960    0.043533    -0.057546    0.000774    -0.109340    0.017403    -0.032812    -0.010054    0.005761    0.169948
-0.014639    0.170360    0.087460    -0.379350    0.036015    -0.073475    -0.011254    0.030421    0.180010    -0.019388    -0.007518    -0.015929    0.259066
-0.022241    -0.231390    0.275310    -0.454830    0.038049    -0.073789    -0.007602    -0.401750    0.187850    -0.075483    0.002035    -0.000314    0.665120
-0.029308    0.144710    0.007128    -0.469730    0.049619    -0.118580    -0.007067    0.376110    -0.268180    -0.014900    0.011570    -0.044796    0.713536
-0.043121    0.040657    -0.091171    -0.382620    0.024198    -0.107420    -0.013813    -0.104060    -0.098299    0.087112    -0.025421    0.011165    0.324105
-0.057216    0.205410    -0.509450    -0.549980    0.038715    -0.188050    -0.014095    0.164750    -0.418280    -0.167360    0.014518    -0.080632    0.826208
-0.080740    0.051407    -0.023315    -0.521970    -0.016579    -0.137120    -0.023524    -0.154010    0.486140    0.028014    -0.055294    0.050932    0.780803
-0.108410    -0.485160    0.517980    -0.964160    0.004632    -0.183460    -0.027669    -0.536570    0.541300    -0.442200    0.021211    -0.046345    1.550365
-0.121380    -0.214020    0.913050    -0.842750    -0.020108    -0.117880    -0.012973    0.271140    0.395060    0.121420    -0.024740    0.065587    0.863949
-0.125650    -0.269900    0.796770    -0.716570    0.028550    -0.124930    -0.004271    -0.055882    -0.116280    0.126180    0.048658    -0.007049    0.335157
-0.098104    0.300810    0.175650    -0.328310    0.054019    -0.108970    0.027549    0.570710    -0.621120    0.388260    0.025469    0.015959    1.594350
-0.052645    0.175800    -0.021365    -0.107030    0.130330    -0.088942    0.045459    -0.125020    -0.197010    0.221280    0.076310    0.020025    0.644659
-0.027293    0.228630    -0.117640    -0.010519    0.134440    -0.049034    0.025352    0.052834    -0.096275    0.096512    0.004109    0.039908    0.297092
0.006021    -0.193190    0.115840    0.040056    0.206760    0.002713    0.033315    -0.421820    0.233480    0.050575    0.072322    0.051748    0.841019
-0.011282    -0.066650    0.137860    0.104780    0.179350    0.049126    -0.017303    0.126540    0.022022    0.064729    -0.027409    0.046412    0.286768
-0.017512    -0.383190    0.279800    -0.031458    0.227250    0.049547    -0.006230    -0.316540    0.141940    -0.136240    0.047903    0.000421    0.625768
-0.010967    -0.098862    0.358710    -0.141590    0.240830    0.067289    0.006545    0.284330    0.078908    -0.110130    0.013580    0.017741    0.493225
-0.000323    -0.198170    0.563310    -0.341400    0.292320    0.077096    0.010644    -0.099304    0.204600    -0.199810    0.051482    0.009808    0.542411
0.020302    -0.003174    0.448940    -0.331850    0.310730    0.058600    0.020625    0.194990    -0.114370    0.009547    0.018411    -0.018497    0.370532
0.025446    0.178160    0.435480    -0.332360    0.331160    0.069308    0.005144    0.181340    -0.013460    -0.000504    0.020431    0.010708    0.227556
0.001736    0.049046    0.246630    -0.302760    0.311240    0.016919    -0.023710    -0.129120    -0.188850    0.029600    -0.019919    -0.052388    0.430606
-0.001388    0.207860    0.338300    -0.358810    0.309320    0.035404    -0.003124    0.158820    0.091674    -0.056047    -0.001915    0.018485    0.320327
-0.025478    -0.128900    0.428860    -0.431320    0.300400    0.017763    -0.024091    -0.336760    0.090560    -0.072517    -0.008925    -0.017641    0.537866
-0.033287    -0.043914    0.531570    -0.538190    0.272000    0.007693    -0.007808    0.084983    0.102710    -0.106860    -0.028395    -0.010070    0.322338
-0.035065    -0.120470    0.594720    -0.586590    0.262280    0.003814    -0.001778    -0.076557    0.063147    -0.048408    -0.009726    -0.003879    0.195588
-0.038582    -0.263400    0.596570    -0.610050    0.260740    -0.002369    -0.003517    -0.142930    0.001859    -0.023460    -0.001533    -0.006183    0.175510
-0.029300    -0.078971    0.569720    -0.596770    0.258600    0.005540    0.009282    0.184430    -0.026857    0.013282    -0.002141    0.007909    0.240919
-0.031534    -0.285980    0.550020    -0.577780    0.286430    0.010402    -0.002235    -0.207000    -0.019697    0.018990    0.027825    0.004862    0.274044
-0.049651    0.081584    0.488680    -0.577740    0.259140    -0.001847    -0.018117    0.367560    -0.061345    0.000037    -0.027287    -0.012249    0.481560
-0.063242    -0.120680    0.552360    -0.640750    0.255060    -0.008497    -0.013591    -0.202260    0.063690    -0.063007    -0.004078    -0.006650    0.343886
-0.089552    0.097855    0.496330    -0.670260    0.214260    -0.012739    -0.026310    0.218530    -0.056031    -0.029513    -0.040801    -0.004242    0.365934
-0.090482    -0.138690    0.679560    -0.768840    0.225460    -0.021456    -0.000931    -0.236540    0.183230    -0.098578    0.011198    -0.008716    0.524113
-0.079919    -0.001963    0.512130    -0.718760    0.213600    -0.047504    0.010564    0.136720    -0.167430    0.050085    -0.011858    -0.026048    0.391504
-0.084317    0.012115    0.509490    -0.663560    0.213000    -0.065374    -0.004398    0.014079    -0.002639    0.055193    -0.000602    -0.017870    0.085406
-0.062128    -0.036113    0.287590    -0.412460    0.179140    -0.059530    0.022189    -0.048229    -0.221900    0.251100    -0.033862    0.005844    0.546091
-0.098931    0.234970    0.146050    -0.404590    0.121980    -0.045515    -0.036803    0.271080    -0.141530    0.007876    -0.057158    0.014015    0.518406
-0.082532    -0.104910    0.283670    -0.432260    0.098713    0.004879    0.016399    -0.339880    0.137620    -0.027676    -0.023268    0.050393    0.582327
-0.099604    0.050026    0.328100    -0.791980    0.083596    -0.024416    -0.017072    0.154940    0.044430    -0.359710    -0.015117    -0.029295    0.569109
-0.077558    -0.177380    0.557440    -0.969310    0.090744    -0.012286    0.022046    -0.227400    0.229330    -0.177330    0.007148    0.012130    0.650365
-0.052232    -0.225610    0.570550    -0.984450    0.123680    -0.018688    0.025327    -0.048234    0.013114    -0.015139    0.032937    -0.006402    0.134207
-0.048722    0.086896    0.479500    -0.855750    0.120500    0.001081    0.003510    0.312510    -0.091052    0.128700    -0.003178    0.019770    0.539405
-0.038757    -0.016079    0.408840    -0.741460    0.176990    -0.022943    0.009965    -0.102980    -0.070662    0.114290    0.056490    -0.024024    0.353599
-0.057011    0.202620    0.219480    -0.681720    0.167590    -0.069713    -0.018254    0.218700    -0.189350    0.059740    -0.009398    -0.046770    0.527464
-0.078480    0.071864    0.200370    -0.638150    0.220840    -0.159070    -0.021469    -0.130750    -0.019113    0.043571    0.053242    -0.089355    0.333805
-0.090291    -0.121590    0.254900    -0.660370    0.179990    -0.162840    -0.011811    -0.193450    0.054527    -0.022225    -0.040844    -0.003776    0.318124
-0.113770    0.006663    0.394430    -0.626880    0.193860    -0.161100    -0.023476    0.128250    0.139530    0.033490    0.013868    0.001745    0.334110
-0.106590    -0.185310    0.662240    -0.896110    0.195090    -0.110670    0.007172    -0.191980    0.267810    -0.269220    0.001233    0.050433    0.746993
-0.096022    0.034033    0.624600    -0.801300    0.209000    -0.111010    0.010572    0.219350    -0.037638    0.094809    0.013904    -0.000342    0.362724
-0.088675    0.046502    0.481140    -0.743920    0.214790    -0.100110    0.007347    0.012469    -0.143470    0.057380    0.005792    0.010894    0.227914
-0.078007    -0.051638    0.247890    -0.612560    0.186990    -0.149220    0.010668    -0.098140    -0.233250    0.131360    -0.027797    -0.049108    0.523808
-0.090252    -0.067455    0.130450    -0.531110    0.159970    -0.115800    -0.012244    -0.015818    -0.117440    0.081453    -0.027019    0.033418    0.269324
-0.083198    -0.402680    0.405940    -0.839470    0.177170    -0.119240    0.007054    -0.335230    0.275490    -0.308370    0.017202    -0.003432    0.904876
-0.072862    -0.261980    0.588900    -0.937450    0.180960    -0.068809    0.010336    0.140700    0.182960    -0.097976    0.003789    0.050427    0.466816
-0.078308    -0.435680    0.797500    -1.079800    0.197620    -0.055207    -0.005446    -0.173700    0.208600    -0.142320    0.016654    0.013602    0.538378
-0.083619    -0.384460    0.893930    -1.035900    0.198960    -0.045846    -0.005311    0.051220    0.096435    0.043907    0.001345    0.009361    0.200609
-0.126630    -0.353720    0.902380    -0.997070    0.202320    -0.047104    -0.043008    0.030737    0.008452    0.038799    0.003354    -0.001258    0.120117
-0.153200    -0.154730    0.967650    -0.907220    0.206650    -0.038316    -0.026572    0.198990    0.065270    0.089847    0.004337    0.008788    0.380687
-0.172120    0.241240    0.872010    -0.934160    0.195980    -0.042632    -0.018918    0.395970    -0.095649    -0.026942    -0.010677    -0.004316    0.547117
-0.170310    0.139200    0.841750    -0.892200    0.184120    -0.041827    0.001806    -0.102040    -0.030253    0.041960    -0.011853    0.000804    0.181779
-0.165620    0.097590    0.782690    -0.960860    0.164700    -0.051555    0.004694    -0.041612    -0.059062    -0.068655    -0.019425    -0.009728    0.190714
-0.148180    -0.271680    0.809820    -0.968180    0.179900    -0.052773    0.017433    -0.369270    0.027128    -0.007321    0.015207    -0.001218    0.434555
-0.146460    -0.272020    0.806610    -0.969420    0.178140    -0.049163    0.001725    -0.000340    -0.003211    -0.001243    -0.001765    0.003610    0.011038
-0.129950    -0.339430    0.826890    -0.987030    0.207580    -0.055178    0.016511    -0.067414    0.020285    -0.017612    0.029438    -0.006015    0.150508
-0.133310    -0.351810    0.837820    -1.048200    0.195930    -0.069167    -0.003367    -0.012378    0.010931    -0.061129    -0.011650    -0.013989    0.102425
-0.142350    -0.242190    0.790310    -1.061400    0.189600    -0.097202    -0.009036    0.109620    -0.047519    -0.013207    -0.006330    -0.028035    0.207678
-0.150900    -0.150380    0.776370    -1.103800    0.159930    -0.107730    -0.008544    0.091817    -0.013939    -0.042464    -0.029664    -0.010532    0.186380
-0.150420    -0.055373    0.767480    -1.089100    0.154320    -0.111840    0.000476    0.095003    -0.008885    0.014685    -0.005613    -0.004104    0.125687
-0.148900    0.012065    0.807990    -1.091000    0.147650    -0.103780    0.001518    0.067438    0.040510    -0.001881    -0.006667    0.008057    0.123980
-0.131420    -0.063323    0.869190    -1.104900    0.168720    -0.102960    0.017484    -0.075388    0.061200    -0.013877    0.021070    0.000820    0.185301
-0.127080    -0.017515    0.838310    -1.069600    0.164920    -0.105880    0.004341    0.045808    -0.030880    0.035336    -0.003802    -0.002920    0.117697
-0.120280    0.008511    0.801200    -1.056100    0.177610    -0.110120    0.006796    0.026026    -0.037112    0.013513    0.012685    -0.004243    0.096491
-0.128770    -0.108960    0.785860    -1.052600    0.154030    -0.121140    -0.008493    -0.117480    -0.015336    0.003477    -0.023573    -0.011011    0.174550
-0.142530    -0.044212    0.740700    -1.087300    0.142810    -0.130240    -0.013759    0.064753    -0.045167    -0.034750    -0.011221    -0.009108    0.171682
-0.145010    -0.253260    0.820010    -1.150400    0.125420    -0.146320    -0.002480    -0.209050    0.079311    -0.063086    -0.017389    -0.016080    0.375111
-0.140100    -0.141790    0.771880    -1.183100    0.113280    -0.151850    0.004916    0.111470    -0.048130    -0.032705    -0.012142    -0.005525    0.208466
-0.121520    -0.257370    0.807160    -1.192500    0.128570    -0.145930    0.018577    -0.115570    0.035280    -0.009376    0.015291    0.005920    0.196152
-0.115680    -0.097237    0.725600    -1.172100    0.121840    -0.139610    0.005842    0.160130    -0.081560    0.020388    -0.006731    0.006315    0.276724
-0.095384    -0.203150    0.697040    -1.153500    0.143160    -0.127390    0.020295    -0.105910    -0.028556    0.018600    0.021320    0.012228    0.200270
-0.083694    -0.015771    0.643630    -1.092200    0.146830    -0.103110    0.011691    0.187380    -0.053413    0.061333    0.003663    0.024278    0.330364
-0.087145    -0.163210    0.687660    -1.085000    0.137410    -0.113150    -0.003452    -0.147440    0.044034    0.007213    -0.009418    -0.010044    0.218185
-0.092319    0.010045    0.696650    -1.001100    0.136440    -0.084732    -0.005174    0.173260    0.008989    0.083865    -0.000966    0.028419    0.286281
-0.121770    -0.168440    0.788930    -1.039500    0.095249    -0.120600    -0.029447    -0.178480    0.092285    -0.038407    -0.041192    -0.035872    0.400973
-0.115100    -0.055950    0.772430    -0.990740    0.109630    -0.108360    0.006661    0.112490    -0.016508    0.048761    0.014385    0.012242    0.201442
-0.109410    -0.187660    0.817370    -1.039400    0.104190    -0.110590    0.005696    -0.131710    0.044943    -0.048633    -0.005445    -0.002225    0.231497
-0.107010    -0.031963    0.748610    -1.024700    0.121130    -0.114240    0.002402    0.155700    -0.068760    0.014714    0.016935    -0.003652    0.257653
-0.116000    -0.139860    0.778160    -1.047600    0.102350    -0.104950    -0.008993    -0.107900    0.029553    -0.022923    -0.018776    0.009289    0.190917
-0.129810    -0.008725    0.739750    -1.069200    0.087456    -0.120300    -0.013813    0.131130    -0.038415    -0.021632    -0.014894    -0.015351    0.228598
-0.141960    -0.192650    0.805700    -1.108100    0.068863    -0.129460    -0.012150    -0.183930    0.065947    -0.038865    -0.018593    -0.009157    0.320191
-0.135980    -0.057454    0.809140    -1.135700    0.073510    -0.127250    0.005987    0.135200    0.003441    -0.027661    0.004647    0.002211    0.174685
-0.136710    -0.267310    0.850830    -1.165600    0.074316    -0.150590    -0.000734    -0.209860    0.041691    -0.029888    0.000806    -0.023346    0.299440
-0.127140    -0.072065    0.864780    -1.169000    0.071838    -0.145680    0.009574    0.195250    0.013948    -0.003413    -0.002478    0.004915    0.228179
-0.102870    -0.278250    0.899890    -1.184800    0.094050    -0.144320    0.024263    -0.206190    0.035114    -0.015773    0.022212    0.001361    0.299924
-0.086071    -0.061326    0.874580    -1.184900    0.108410    -0.136190    0.016803    0.216930    -0.025310    -0.000054    0.014356    0.008123    0.278746
-0.078424    -0.110680    0.855320    -1.166200    0.117330    -0.130930    0.007647    -0.049352    -0.019260    0.018703    0.008920    0.005262    0.104954
-0.091089    -0.072774    0.796530    -1.149500    0.115350    -0.140980    -0.012665    0.037904    -0.058786    0.016628    -0.001975    -0.010052    0.134433
-0.116000    -0.017121    0.802180    -1.212700    0.099094    -0.139890    -0.024916    0.055653    0.005651    -0.063187    -0.016256    0.001095    0.156504
-0.127800    -0.181980    0.811580    -1.174500    0.073433    -0.175440    -0.011791    -0.164860    0.009392    0.038268    -0.025660    -0.035554    0.272811
-0.128610    -0.073333    0.817190    -1.109000    0.052844    -0.173880    -0.000814    0.108650    0.005608    0.065462    -0.020590    0.001562    0.191555
-0.127200    -0.226140    0.816780    -0.899630    -0.034057    -0.247010    0.001409    -0.152810    -0.000409    0.209360    -0.086900    -0.073130    0.476990
-0.123060    -0.090371    0.806540    -0.744850    -0.065656    -0.215540    0.004141    0.135770    -0.010236    0.154780    -0.031600    0.031466    0.340258
-0.125190    -0.259000    0.904870    -0.787620    -0.119670    -0.230250    -0.002126    -0.168630    0.098327    -0.042771    -0.054016    -0.014704    0.366386
-0.117980    0.012001    0.805640    -0.808330    -0.084730    -0.208490    0.007207    0.271000    -0.099232    -0.020705    0.034943    0.021762    0.444994
-0.122060    -0.187490    0.832480    -0.904020    -0.068024    -0.209430    -0.004081    -0.199490    0.026840    -0.095689    0.016706    -0.000940    0.329315
-0.103070    -0.009202    0.646480    -0.827490    -0.021931    -0.253660    0.018990    0.178290    -0.186000    0.076531    0.046093    -0.044235    0.528885
-0.129960    -0.164060    0.605720    -0.828070    -0.056230    -0.264910    -0.026896    -0.154860    -0.040757    -0.000580    -0.034299    -0.011254    0.262763
-0.124660    -0.162830    0.702680    -0.738880    -0.054317    -0.249220    0.005303    0.001223    0.096966    0.089181    0.001913    0.015690    0.196684
-0.149790    -0.119110    0.686670    -0.732570    -0.078362    -0.219920    -0.025127    0.043722    -0.016014    0.006319    -0.024045    0.029300    0.136919
-0.140480    -0.208250    0.901950    -0.630060    -0.034030    -0.130960    0.009308    -0.089139    0.215280    0.102500    0.044333    0.088967    0.519506
-0.127690    -0.138830    0.895570    -0.650450    -0.014222    -0.102770    0.012791    0.069424    -0.006382    -0.020387    0.019808    0.028189    0.148270
-0.106800    -0.202910    0.992820    -0.677920    -0.011521    -0.072917    0.020887    -0.064078    0.097248    -0.027474    0.002701    0.029851    0.234601
-0.108780    0.053563    0.916180    -0.723810    -0.030172    -0.088148    -0.001975    0.256470    -0.076639    -0.045889    -0.018651    -0.015231    0.404707
-0.103270    -0.046553    0.923440    -0.796960    -0.049858    -0.099349    0.005511    -0.100120    0.007260    -0.073147    -0.019686    -0.011201    0.203675
-0.132120    0.071243    0.788580    -0.783600    -0.061632    -0.123270    -0.028855    0.117800    -0.134860    0.013361    -0.011774    -0.023920    0.324315
