Sub	task	run	dvars_nstd	tsnr	fd_mean	gsr_y	aqi	Isoutlier_run
sub-113	ultimatum	01	35.21297713000002	39.40518569946289	0.34922429475250744	0.0464155413210392	0.02222453175879397	False
sub-113	ultimatum	02	28.682751058484847	46.843116760253906	0.2600858034926685	0.04664134234189987	0.02289882773869346	False
sub-115	ultimatum	01	21.605826864242424	70.7943344116211	0.17095216532213095	0.03835941478610039	0.008437904572864323	False
sub-115	ultimatum	02	22.849620886262624	77.42982482910156	0.18857217267760104	0.03926484286785126	0.006428484371859298	False
sub-116	ultimatum	01	20.391091574060905	50.49927520751953	0.18848180628480163	0.03638813644647598	0.015756972272727272	False
sub-116	ultimatum	02	21.467310469547726	59.82024383544922	0.19850984301842442	0.038142044097185135	0.00917244355	False
sub-117	ultimatum	01	21.81550235944446	77.77703094482422	0.12825273298016668	0.040378425270318985	0.006345226231155779	False
sub-117	ultimatum	02	21.708879181767664	81.2239990234375	0.1360609241208039	0.040216099470853806	0.005606073618090451	False
sub-118	ultimatum	01	28.927008470854275	49.09508514404297	0.3248391198427394	0.03271891176700592	0.013173723200000001	False
sub-118	ultimatum	02	30.13509916185928	41.642032623291016	0.40171623047233795	0.033429790288209915	0.02110034395	False
sub-120	ultimatum	01	43.80129343502514	34.209686279296875	0.637542170369027	0.03605576604604721	0.0387451335	True
sub-120	ultimatum	02	47.043654010050275	28.646242141723633	0.8675021662333446	0.03648378327488899	0.04910905549999999	True
sub-121	ultimatum	01	21.725287109646462	93.71383666992188	0.11428889250026407	0.030938245356082916	0.004023190653266332	False
sub-121	ultimatum	02	21.53270392944443	90.5956802368164	0.10002586207599475	0.030450211837887764	0.004405612512562814	False
sub-122	ultimatum	01	22.12408587653266	87.60236358642578	0.12904285995410134	0.019767263904213905	0.00441086525	False
sub-122	ultimatum	02	21.79981273131313	93.18743896484375	0.11832272326455695	0.01985989138484001	0.003921698291457287	False
sub-124	ultimatum	01	20.34721516834171	69.45345306396484	0.19668962335715268	0.03219638019800186	0.00851213595	False
sub-124	ultimatum	02	19.827143028512822	77.19377136230469	0.15796304070414027	0.031719695776700974	0.007140835153061225	False
sub-125	ultimatum	01	19.936104285126902	89.36628723144531	0.10516682406689393	0.03840320557355881	0.004366178383838383	False
sub-125	ultimatum	02	19.1998858689899	94.1443099975586	0.12411541871363757	0.03796335309743881	0.004024127236180904	False
sub-126	ultimatum	01	24.44369580613065	50.20847702026367	0.15649689978325793	0.023928871378302574	0.014359283700000001	False
sub-126	ultimatum	02	26.649854294191915	44.77509307861328	0.21835129419987048	0.023223182186484337	0.020799199346733674	False
sub-127	ultimatum	01	31.01245287712122	70.1981430053711	0.18494758264134226	0.04214207082986832	0.008159338894472363	False
sub-127	ultimatum	02	32.313319803333336	77.37919616699219	0.17629993150248927	0.042550452053546906	0.006842491005025125	False
sub-128	ultimatum	01	28.63550975111112	73.91587829589844	0.30032754474446616	0.03783272206783295	0.00598427512562814	False
sub-128	ultimatum	02	31.1395134490404	61.835811614990234	0.3120490887583514	0.03845107555389404	0.008517296582914573	False
sub-129	ultimatum	01	47.71140035954547	38.911712646484375	0.603855520800628	0.03209555521607399	0.014440236030150754	False
sub-129	ultimatum	02	41.89803852671719	47.27732467651367	0.5226507555602937	0.03162233531475067	0.00918159110552764	False
sub-130	ultimatum	01	39.50946399577891	35.69147491455078	0.5185039524997744	0.02159617468714714	0.0235473552	False
sub-130	ultimatum	02	32.93394134778895	45.8373908996582	0.32201287441027393	0.02308044023811817	0.01725505415	False
sub-131	ultimatum	01	49.45496168984849	31.37117576599121	0.8530486742559906	0.06165678799152374	0.030508887738693473	True
sub-131	ultimatum	02	38.064693879848484	33.13794708251953	0.4993275791458469	0.06358008831739426	0.028264427135678394	False
sub-132	ultimatum	01	29.314258507715735	66.15171813964844	0.23045753733115806	0.030920827761292458	0.008471645555555556	False
sub-132	ultimatum	02	30.413875695353553	51.82745361328125	0.29275464474711993	0.032353367656469345	0.012583957336683415	False
sub-133	ultimatum	01	28.156189419746198	82.39918518066406	0.26044937972393967	0.030770935118198395	0.005015974595959596	False
sub-133	ultimatum	02	28.450641092424245	74.96056365966797	0.27732664278971436	0.031929172575473785	0.005833056532663316	False
sub-134	ultimatum	01	32.98119982318182	46.32453155517578	0.27305051046478623	0.0301047395914793	0.015981449346733668	False
sub-134	ultimatum	02	33.3747414868687	51.90352249145508	0.2762036473233505	0.02929164469242096	0.012007207035175878	False
sub-135	ultimatum	01	31.24872713333331	47.45608139038086	0.4464367040716593	0.052661556750535965	0.013161857638190956	False
sub-135	ultimatum	02	27.131061323030295	53.45558547973633	0.3353810712342012	0.05374951288104057	0.011063931306532663	False
sub-136	ultimatum	01	26.03292514105527	65.66070556640625	0.176420947801575	0.04326475039124489	0.01063528545	False
sub-136	ultimatum	02	25.08616705738692	65.70885467529297	0.19338629410992417	0.04274962097406387	0.010437063599999997	False
sub-137	ultimatum	01	35.53633731090453	51.95455551147461	0.35375426906069274	0.04964875802397728	0.01430106345	False
sub-137	ultimatum	02	35.0596155715578	50.87290954589844	0.3815557525330698	0.04929443076252937	0.014997326649999998	False
sub-138	ultimatum	01	46.37748296313133	35.88459396362305	0.652194236082792	0.0531238317489624	0.019666455226130652	False
sub-138	ultimatum	02	46.74225388156569	32.13338088989258	0.6701077996944246	0.055225569754838943	0.023177156281407037	False
sub-140	ultimatum	01	37.85093083994949	50.200172424316406	0.3875653483259725	0.036466293036937714	0.012681028040201006	False
sub-140	ultimatum	02	39.1368972134694	48.79188537597656	0.36442631040453716	0.035057734698057175	0.013592815532994925	False
sub-141	ultimatum	01	32.62827890649746	59.842472076416016	0.28114046170971135	0.04158458486199379	0.011313609646464648	False
sub-141	ultimatum	02	31.4380360231472	79.15579986572266	0.2285284441258364	0.04161693900823593	0.0061960532828282825	False
sub-142	ultimatum	01	41.090156775477396	61.01271057128906	0.31222500242624707	0.04700343310832977	0.0084063648	False
sub-142	ultimatum	02	40.379437819238596	57.5289306640625	0.313681503031458	0.04736629128456116	0.009225045404040403	False
sub-143	ultimatum	01	26.871742185757586	87.95594787597656	0.2080941462685579	0.014531492255628109	0.006226363969849246	False
sub-143	ultimatum	02	29.880242886969693	89.03126525878906	0.24030256542350611	0.014620925299823284	0.005951875226130654	False
sub-144	ultimatum	01	41.076913271928944	28.314950942993164	0.4420385953570289	0.08956955373287201	0.03419180404040404	True
sub-144	ultimatum	02	43.02508336944722	28.647539138793945	0.5759981073287558	0.08791044354438782	0.0323727065	True
sub-145	ultimatum	01	94.97192931914137	24.913652420043945	2.2909557234384623	0.05227721109986305	0.07151505829145728	True
sub-145	ultimatum	02	88.58360352196974	28.926816940307617	1.6121454851940948	0.05216466635465622	0.050287759798994976	True
sub-147	ultimatum	01	39.06946032020203	44.014461517333984	0.3081115742807983	0.018809637054800987	0.01912539728643216	False
sub-147	ultimatum	02	38.71203213525252	47.218231201171875	0.3759460310422566	0.020174793899059296	0.015120345979899495	False
sub-149	ultimatum	01	42.165777447373706	45.68735122680664	0.4103372836535545	0.029787898063659668	0.013235415527638189	False
sub-149	ultimatum	02	43.12392439178569	48.6209602355957	0.5255761046793649	0.027452776208519936	0.011323937614213197	False
sub-151	ultimatum	01	33.700772228080815	45.398521423339844	0.3738358904807729	0.05562853813171387	0.016607331105527638	False
sub-151	ultimatum	02	33.061901545202005	42.04222106933594	0.35970126919135376	0.05632400885224342	0.020196844170854267	False
sub-152	ultimatum	01	55.141602367839205	35.94939422607422	0.5466516187366215	0.04212053120136261	0.021177912050000004	False
sub-152	ultimatum	02	53.00078851130651	47.501617431640625	0.39232692827017723	0.04297088831663132	0.012493697500000001	False
sub-153	ultimatum	01	31.625204268592963	49.393924713134766	0.23158166207126626	0.04547196999192238	0.0150121077	False
sub-153	ultimatum	02	28.325615796060617	73.9294204711914	0.12399422171341337	0.04395836219191551	0.006651556231155779	False
sub-154	ultimatum	01	37.814795686818165	61.18669128417969	0.28316055071780677	0.016891371458768845	0.008366833969849245	False
sub-154	ultimatum	02	36.71905737196968	69.95784759521484	0.22989832077169337	0.016760265454649925	0.006748702763819094	False
sub-155	ultimatum	01	20.96205016818181	71.28939056396484	0.08151954096690686	0.05179422348737717	0.0065686392462311555	False
sub-155	ultimatum	02	20.32685360864322	80.45480346679688	0.10374725884616634	0.05288521200418472	0.004512234899999999	False
sub-156	ultimatum	01	36.12788993979899	37.15882873535156	0.38048009875879246	0.03611969202756882	0.0291884705	False
sub-156	ultimatum	02	32.48019125984849	47.33600997924805	0.2828069161736154	0.037768132984638214	0.01590180010050251	False
sub-157	ultimatum	01	22.971941109595967	44.64777755737305	0.22716036771493178	0.03257125988602638	0.021369828994974874	False
sub-157	ultimatum	02	22.918442090202017	52.128204345703125	0.20829792060759908	0.03152119740843773	0.013303665125628143	False
sub-158	ultimatum	01	22.99460921964823	42.276790618896484	0.2206896045279382	0.04366671293973923	0.0332409673	True
sub-158	ultimatum	02	20.266531621717164	70.37083435058594	0.12510767478258453	0.044865839183330536	0.008828385979899498	False
sub-159	ultimatum	01	21.08909285472082	79.4379653930664	0.10089767498203603	0.037958573549985886	0.007344010353535353	False
sub-159	ultimatum	02	21.049190887020192	84.7114486694336	0.10139851255212999	0.038338545709848404	0.006121798994974874	False
