Blockn,Partner,Trialn,Feedback,ITI,ITIonset_raw,decision_raw,outcome_offset_raw,outcome_onset_raw,outcome_val_raw,resp_onset_raw,resp_raw,trialDuration_raw,order
5,1,40,3,1,198.55572509765625,199.5671844482422,202.58541870117188,201.56802368164062,6.0,201.56759643554688,2.0,3.0182368755340576,39.0
6,3,41,1,8,202.58831787109375,210.60227966308594,213.62049865722656,212.6038818359375,2.0,212.6034393310547,2.0,3.018224000930786,40.0
6,3,42,1,1,213.6232452392578,214.6368865966797,217.67022705078125,216.65325927734375,9.0,216.6526641845703,1.0,3.033329963684082,41.0
6,3,43,3,1,217.6730194091797,218.68609619140625,221.70416259765625,220.68663024902344,7.0,220.6862030029297,2.0,3.0180609226226807,42.0
6,3,44,1,1,221.7071533203125,222.72036743164062,225.7364959716797,224.7212371826172,6.0,224.72088623046875,1.0,3.0161259174346924,43.0
6,3,45,1,1,225.7394256591797,226.75303649902344,229.7705078125,228.7553253173828,6.0,228.75497436523438,1.0,3.0174660682678223,44.0
6,3,46,1,1,229.77340698242188,230.78797912597656,233.80535888671875,232.7884063720703,6.0,232.78805541992188,1.0,3.017387866973877,45.0
6,3,47,3,1,233.80836486816406,234.8228302001953,237.85659790039062,236.83802795410156,6.0,236.83767700195312,2.0,3.0337729454040527,46.0
6,3,48,1,1,237.85948181152344,238.87139892578125,241.88906860351562,240.87286376953125,2.0,240.8725128173828,2.0,3.017660140991211,47.0
7,2,49,3,8,241.892333984375,249.9078369140625,252.9243621826172,251.9084014892578,,251.90798950195312,0.0,3.0165178775787354,48.0
7,2,50,2,1,252.92755126953125,253.9403839111328,256.97393798828125,255.95828247070312,5.0,255.9578399658203,2.0,3.0335540771484375,49.0
7,2,51,2,1,256.9766540527344,257.9912414550781,261.0255126953125,260.0105285644531,5.0,260.0100402832031,2.0,3.0342659950256348,50.0
7,2,52,3,1,261.02825927734375,262.0415954589844,265.05902099609375,264.0435791015625,6.0,264.0431213378906,2.0,3.0174129009246826,51.0
7,2,53,3,1,265.0617370605469,266.0746154785156,269.0920715332031,268.0765380859375,2.0,268.0760803222656,1.0,3.017451047897339,52.0
7,2,54,3,1,269.0948486328125,270.10980224609375,273.1266174316406,272.111083984375,3.0,272.1106872558594,1.0,3.0168159008026123,53.0
7,2,55,3,1,273.1293640136719,274.1434631347656,277.1758728027344,276.1605529785156,6.0,276.1601257324219,2.0,3.032431125640869,54.0
7,2,56,3,1,277.1784973144531,278.1940612792969,281.2103576660156,280.1949157714844,4.0,280.1944580078125,1.0,3.0162909030914307,55.0
8,1,57,1,8,281.21356201171875,289.22869873046875,292.2444152832031,291.2292175292969,4.0,291.228759765625,2.0,3.015702962875366,56.0
8,1,58,1,1,292.24761962890625,293.2621765136719,296.2776184082031,295.26300048828125,,295.2625427246094,0.0,3.0154218673706055,57.0
8,1,59,1,1,296.28082275390625,297.2950439453125,300.3137512207031,299.2964782714844,4.0,299.2960510253906,2.0,3.0186901092529297,58.0
8,1,60,3,1,300.31695556640625,301.3286437988281,304.3492126464844,303.3297119140625,4.0,303.32928466796875,1.0,3.0205790996551514,59.0
8,1,61,1,1,304.3526306152344,305.3625183105469,308.38079833984375,307.3655090332031,9.0,307.3651123046875,1.0,3.0182700157165527,60.0
8,1,62,1,1,308.38397216796875,309.39776611328125,312.4306640625,311.4145812988281,3.0,311.4142150878906,2.0,3.0328991413116455,61.0
8,1,63,1,1,312.4339294433594,313.4468688964844,316.4645080566406,315.4486083984375,2.0,315.4482727050781,2.0,3.017652988433838,62.0
8,1,64,2,1,316.4677429199219,317.4817810058594,320.5153503417969,319.4997253417969,5.0,319.4993591308594,2.0,3.0335841178894043,63.0
9,3,65,3,12,320.518310546875,332.53253173828125,335.56591796875,334.5506896972656,2.0,334.55029296875,1.0,3.033384084701538,64.0
9,3,66,3,1,335.56878662109375,336.583251953125,339.60064697265625,338.5841369628906,9.0,338.583740234375,2.0,3.017383098602295,65.0
9,3,67,3,1,339.6034851074219,340.6176452636719,343.6345520019531,342.618408203125,6.0,342.61798095703125,2.0,3.01690411567688,66.0
9,3,68,3,1,343.6373291015625,344.6521911621094,347.6856384277344,346.6683044433594,6.0,346.6679382324219,2.0,3.0334630012512207,67.0
9,3,69,1,1,347.6885681152344,348.7008361816406,351.71826171875,350.70159912109375,2.0,350.7012634277344,2.0,3.0174272060394287,68.0
9,3,70,3,1,351.7209777832031,352.7353210449219,355.75286865234375,354.73675537109375,4.0,354.7362976074219,1.0,3.0175600051879883,69.0
9,3,71,3,1,355.7556457519531,356.7687683105469,359.7875061035156,358.7694091796875,8.0,358.76898193359375,2.0,3.0187511444091797,70.0
9,3,72,1,1,359.79022216796875,360.8040771484375,363.8208923339844,362.80560302734375,6.0,362.8051452636719,1.0,3.016798973083496,71.0
10,2,73,3,12,363.8243713378906,375.8401184082031,378.8717041015625,377.85595703125,7.0,377.85552978515625,2.0,3.0315799713134766,72.0
10,2,74,1,1,378.87481689453125,379.88885498046875,382.9068908691406,381.8894348144531,1.0,381.88897705078125,2.0,3.0180399417877197,73.0
10,2,75,1,1,382.90960693359375,383.92218017578125,386.9402160644531,385.9232177734375,3.0,385.9227600097656,2.0,3.0180351734161377,74.0
10,2,76,3,1,386.9432067871094,387.9566650390625,390.9736022949219,389.9573059082031,8.0,389.9568176269531,2.0,3.016937017440796,75.0
10,2,77,3,1,390.9764099121094,391.9903564453125,395.0067443847656,393.9908142089844,7.0,393.99041748046875,2.0,3.016390085220337,76.0
10,2,78,3,1,395.0096130371094,396.024658203125,399.0406188964844,398.02587890625,8.0,398.025390625,2.0,3.0159718990325928,77.0
10,2,79,3,1,399.0434265136719,400.056884765625,403.07568359375,402.0585021972656,1.0,402.0580749511719,1.0,3.0188028812408447,78.0
10,2,80,3,1,403.07855224609375,404.09130859375,407.1089172363281,406.0921936035156,6.0,406.0917663574219,2.0,3.0176000595092773,79.0
11,2,81,3,10,407.1116943359375,417.1268005371094,420.1600646972656,419.1434326171875,9.0,419.1430358886719,2.0,3.0332608222961426,80.0
11,2,82,1,1,420.1630554199219,421.17633056640625,424.1939697265625,423.17767333984375,3.0,423.1772155761719,2.0,3.017630100250244,81.0
11,2,83,1,1,424.1968688964844,425.2124328613281,428.2278747558594,427.2132873535156,,427.21282958984375,0.0,3.0154387950897217,82.0
11,2,84,1,1,428.23065185546875,429.24493408203125,432.2607727050781,431.2457275390625,6.0,431.2452697753906,1.0,3.0158259868621826,83.0
11,2,85,2,1,432.26348876953125,433.2788391113281,436.2950439453125,435.27935791015625,5.0,435.2789001464844,2.0,3.016180992126465,84.0
11,2,86,1,1,436.29827880859375,437.313720703125,440.3468933105469,439.3294677734375,6.0,439.3290710449219,1.0,3.0331859588623047,85.0
11,2,87,1,1,440.34954833984375,441.3623962402344,444.3798522949219,443.3641052246094,8.0,443.3636474609375,1.0,3.017435073852539,86.0
11,2,88,1,1,444.38275146484375,445.3956298828125,448.4131774902344,447.3981018066406,6.0,447.3974304199219,1.0,3.017543077468872,87.0
12,3,89,3,8,448.4204406738281,456.4316101074219,459.4645080566406,458.4482421875,1.0,458.4478454589844,1.0,3.032900094985962,88.0
12,3,90,1,1,459.469482421875,460.4807434082031,463.498779296875,462.4830322265625,2.0,462.482666015625,2.0,3.0180211067199707,89.0
12,3,91,1,1,463.5015563964844,464.51580810546875,467.5486145019531,466.5328674316406,1.0,466.5325012207031,2.0,3.0328218936920166,90.0
12,3,92,1,1,467.5513610839844,468.5653381347656,471.5844421386719,470.56671142578125,8.0,470.56634521484375,1.0,3.019098997116089,91.0
12,3,93,1,1,471.5871887207031,472.6025085449219,475.63311767578125,474.6172180175781,4.0,474.61688232421875,2.0,3.0306038856506348,92.0
12,3,94,1,1,475.6363525390625,476.64959716796875,479.6854248046875,478.6676940917969,7.0,478.6672058105469,1.0,3.035818099975586,93.0
12,3,95,3,1,479.6881408691406,480.7003479003906,483.71795654296875,482.7015380859375,8.0,482.7010192871094,2.0,3.0175938606262207,94.0
12,3,96,1,1,483.720703125,484.73382568359375,487.7520446777344,486.7349548339844,4.0,486.7345275878906,2.0,3.0182418823242188,95.0
13,1,97,3,10,487.7565612792969,497.7701721191406,500.7862854003906,499.77093505859375,7.0,499.7704772949219,2.0,3.0161209106445312,96.0
13,1,98,3,1,500.78955078125,501.8023986816406,504.8358154296875,503.8214111328125,7.0,503.8209533691406,2.0,3.033396005630493,97.0
13,1,99,3,1,504.8390808105469,505.85308837890625,508.8715515136719,507.8537902832031,9.0,507.8533630371094,2.0,3.0184390544891357,98.0
13,1,100,2,1,508.874755859375,509.8885803222656,512.90478515625,511.8899230957031,5.0,511.8894958496094,2.0,3.016213893890381,99.0
13,1,101,1,1,512.908203125,513.922119140625,516.9540405273438,515.9387817382812,1.0,515.9384155273438,2.0,3.0319039821624756,100.0
13,1,102,3,1,516.9573974609375,517.97119140625,520.989501953125,519.9716796875,7.0,519.9712524414062,2.0,3.0183181762695312,101.0
13,1,103,3,1,520.9927978515625,522.0059814453125,525.0393676757812,524.0231323242188,3.0,524.022705078125,1.0,3.033334970474243,102.0
13,1,104,3,1,525.0427856445312,526.0560913085938,529.0735473632812,528.0570678710938,6.0,528.056640625,2.0,3.017453908920288,103.0
14,2,105,1,8,529.0773315429688,537.0907592773438,540.1068115234375,539.0924072265625,1.0,539.0919799804688,2.0,3.0160369873046875,104.0
14,2,106,1,1,540.1094970703125,541.1251831054688,544.1580200195312,543.1424560546875,8.0,543.1420288085938,1.0,3.0328240394592285,105.0
14,2,107,1,1,544.1611328125,545.17431640625,548.2093505859375,547.1927490234375,1.0,547.1923217773438,2.0,3.035022020339966,106.0
14,2,108,1,1,548.21240234375,549.224853515625,552.2420654296875,551.2265625,3.0,551.22607421875,2.0,3.017242908477783,107.0
14,2,109,3,1,552.2449340820312,553.260498046875,556.292236328125,555.2767944335938,7.0,555.2763671875,2.0,3.0317490100860596,108.0
14,2,110,1,1,556.2955322265625,557.3092041015625,560.3429565429688,559.3273315429688,2.0,559.3268432617188,2.0,3.033763885498047,109.0
14,2,111,1,1,560.345947265625,561.35986328125,564.37744140625,563.3611450195312,4.0,563.3607177734375,2.0,3.017596960067749,110.0
14,2,112,3,1,564.3804931640625,565.3945922851562,568.4286499023438,567.4129638671875,3.0,567.4124755859375,1.0,3.034080982208252,111.0
15,1,113,1,8,568.4323120117188,576.4443969726562,579.4609985351562,578.4461059570312,1.0,578.4456176757812,2.0,3.0166029930114746,112.0
15,1,114,1,1,579.4644165039062,580.4789428710938,583.49853515625,582.4805297851562,2.0,582.4801025390625,2.0,3.019577980041504,113.0
15,1,115,2,1,583.5018310546875,584.5140991210938,587.5475463867188,586.5294799804688,5.0,586.5291748046875,2.0,3.0334432125091553,114.0
15,1,116,1,1,587.5509643554688,588.5628662109375,591.5814819335938,590.5634765625,1.0,590.5631713867188,2.0,3.0186469554901123,115.0
15,1,117,2,1,591.5850830078125,592.5968627929688,595.6297607421875,594.6148681640625,5.0,594.6144409179688,2.0,3.0329079627990723,116.0
15,1,118,1,1,595.63330078125,596.6493530273438,599.6826171875,598.6641235351562,6.0,598.6637573242188,1.0,3.0332579612731934,117.0
15,1,119,1,1,599.6859741210938,600.6984252929688,603.7150268554688,602.6991577148438,9.0,602.6987915039062,1.0,3.01658296585083,118.0
15,1,120,1,1,603.7183227539062,604.733642578125,607.7659912109375,606.7493896484375,8.0,606.7489624023438,1.0,3.032320976257324,119.0
16,3,121,1,12,607.7691650390625,619.7828369140625,622.8010864257812,621.7843627929688,8.0,621.7838745117188,1.0,3.0182301998138428,120.0
16,3,122,2,1,622.8040771484375,623.8162231445312,626.8341064453125,625.818603515625,5.0,625.8181762695312,2.0,3.017850875854492,121.0
16,3,123,1,1,626.8367919921875,627.851806640625,630.885009765625,629.8689575195312,4.0,629.8684692382812,2.0,3.0332040786743164,122.0
16,3,124,1,1,630.8878173828125,631.9005737304688,634.9190673828125,633.903564453125,4.0,633.9031372070312,2.0,3.018482208251953,123.0
16,3,125,2,1,634.9218139648438,635.9369506835938,638.9707641601562,637.9530029296875,5.0,637.9525756835938,2.0,3.033803939819336,124.0
16,3,126,1,1,638.9738159179688,639.9866333007812,643.018798828125,642.0032958984375,3.0,642.0029296875,2.0,3.0321221351623535,125.0
16,3,127,1,1,643.0218505859375,644.0372314453125,647.0713500976562,646.053466796875,4.0,646.0531005859375,2.0,3.0341219902038574,126.0
16,3,128,1,1,647.074462890625,648.0875244140625,651.1218872070312,650.1038818359375,2.0,650.1034545898438,2.0,3.0343549251556396,127.0
17,1,129,2,8,651.1253051757812,659.1376953125,662.1566162109375,661.1384887695312,5.0,661.1378784179688,2.0,3.018911123275757,128.0
17,1,130,1,1,662.159912109375,663.1718139648438,666.1909790039062,665.1723022460938,,665.171875,0.0,3.0191240310668945,129.0
17,1,131,3,1,666.194091796875,667.2054443359375,670.2233276367188,669.2076416015625,6.0,669.2072143554688,2.0,3.017880916595459,130.0
17,1,132,1,1,670.2264404296875,671.2390747070312,674.2571411132812,673.2401733398438,8.0,673.23974609375,1.0,3.01806902885437,131.0
17,1,133,1,1,674.26025390625,675.2728271484375,678.3079833984375,677.291015625,7.0,677.2905883789062,1.0,3.0351381301879883,132.0
17,1,134,1,1,678.3111572265625,679.3239135742188,682.357421875,681.3433227539062,9.0,681.3428344726562,1.0,3.033461093902588,133.0
17,1,135,1,1,682.36083984375,683.3745727539062,686.3916625976562,685.375732421875,7.0,685.3753051757812,1.0,3.0170788764953613,134.0
17,1,136,1,1,686.39501953125,687.4077758789062,690.4253540039062,689.4085083007812,2.0,689.4081420898438,2.0,3.0176169872283936,135.0
18,2,137,1,10,690.4288330078125,700.44384765625,703.4779663085938,702.4593505859375,3.0,702.458984375,2.0,3.034118175506592,136.0
18,2,138,1,1,703.4810180664062,704.494140625,707.5277099609375,706.510498046875,2.0,706.5101928710938,2.0,3.0335519313812256,137.0
18,2,139,3,1,707.5305786132812,708.5436401367188,711.560791015625,710.5445556640625,8.0,710.5441284179688,2.0,3.017146110534668,138.0
18,2,140,3,1,711.5634765625,712.5780029296875,715.59521484375,714.5796508789062,8.0,714.579345703125,2.0,3.017251968383789,139.0
18,2,141,3,1,715.5980224609375,716.611328125,719.6459350585938,718.6294555664062,6.0,718.6290893554688,2.0,3.034635066986084,140.0
18,2,142,3,1,719.6488647460938,720.662109375,723.6796875,722.662841796875,9.0,722.6624755859375,2.0,3.017573118209839,141.0
18,2,143,3,1,723.6824951171875,724.6956176757812,727.730224609375,726.7149658203125,8.0,726.7144775390625,2.0,3.0346109867095947,142.0
18,2,144,3,1,727.7329711914062,728.7468872070312,731.7807006835938,730.7630004882812,7.0,730.7626342773438,2.0,3.033844232559204,143.0
