Sub	dvars_nstd	tsnr	fd_mean	gsr_y	aqi
sub-104	-0.6903671105553686	0.576384294735271	-1.2236799844557558	0.6240906998454336	-0.6683865079111125
sub-105	-0.316154011124715	1.694228385972287	-1.2144261443488935	-1.0879909629333218	-0.9713689849475278
sub-106	-1.017804889024935	0.6034431694676279	-0.28758297423713886	-1.4494420591126387	-0.6980739677865293
sub-107	-0.5860879364972587	1.2008867037536142	-1.1881904532067864	-0.3263422141860958	-1.2701536579387809
sub-108	-1.5348125341262477	-0.0931193704211041	-0.6520569415433138	0.5543230240507117	-0.03886012503789202
sub-109	-0.14228981054714662	0.19580352822782882	-0.3731163517858628	-0.03610428333743349	-0.021622815364416716
sub-110	-1.067706607801133	0.3132647102380916	-1.1931214474187197	1.9049435127089211	-0.5598777397247031
sub-111	0.21402527261078438	-1.2170907334746772	0.8734259723124567	0.7435294203209891	0.4750978811598142
sub-112	-1.1837525137974247	0.8417800843524286	-0.8719964931343164	-0.6187003353602121	-0.6375430896451139
sub-113	-0.41354370449485456	0.1166752454544307	-0.6791040882646199	0.8466990422583898	0.15650038549424114
sub-115	-1.0783568699185213	1.1259966370946373	-0.7199041860219343	0.18165431049547498	-0.9102892766871665
sub-116	-0.5257291907718453	-1.267240930959429	0.4030829048631347	0.24555836207098977	1.6876820972953839
sub-117	-0.7748099130327931	0.8994801818537237	-0.7771658194173383	0.08093953603537415	-0.8666006331783201
sub-118	0.3584109967661526	-0.8208508430264615	1.512754914373026	-0.3279307062329159	1.1319422096325331
sub-120	-0.786551138388213	0.1041018871939354	-0.5563108284005321	0.20448049986395705	-0.44912869621644996
sub-121	-0.9512569834761255	1.7008023873620706	-1.038923892360681	-0.4968939937262698	-1.1941665970484439
sub-122	-0.7865974158412378	1.8610875964036167	-0.7467840833009427	-1.617445335825126	-1.2952958379431099
sub-124	-1.055139940100257	0.2575781788044696	-0.47181719184390153	-0.4430642344700049	-0.3742400487213279
sub-125	-1.3762809431895042	1.6267950797400081	-1.0173665701490944	0.11222667833842831	-1.1670847406538802
sub-126	-0.5263909604903035	-0.5748419496026572	-0.05166356810112946	-1.3597499459929585	0.025055877662366173
sub-127	0.28000054522890117	0.7368168734672772	-0.5463516090993528	0.4722258559503389	-0.6397891592233577
sub-128	0.4477981965707398	0.0002754413550808482	0.7669965384387873	0.26085493928054576	-0.4548662302673584
sub-129	2.4576971221261634	-1.1699692749500503	2.5091443551588486	-0.5000346624799641	0.25259511639567234
sub-130	1.1752228962727072	-1.7309878124851537	1.6815231553486958	-1.17481520674292	2.518514387827753
sub-131	1.4573991128139325	-2.070810402655139	2.6913906805467045	2.497477978601965	3.1823791862648063
sub-132	0.3570297516423925	-0.41728891625800807	0.17530014545792028	-0.4310904239866949	0.021850776621697512
sub-133	0.22511436223062933	0.7979830769060776	0.43919384933140687	-0.5980961582751182	-0.9057603693617623
sub-134	1.0152308265228465	-1.3865533535119818	0.8685657457884797	-0.5000263221148091	1.36444984787749
sub-135	0.9440303644616258	-1.5267386499700275	1.5402762859232533	1.3802075276459724	1.723188580432414
sub-136	-0.20532002895019968	0.009902500135758135	-0.5667790555395618	0.500513941949727	0.025991742012262592
sub-137	0.4375201483480718	0.16777775268809647	0.2611034049422408	1.0028727273017064	-0.2724436522181237
sub-140	1.394692634804327	-0.07556912371157941	0.42723622829129293	-0.002246049717731228	-0.42788560532683884
sub-141	-0.04315463690773072	1.2286298991278108	-0.44302222389524737	0.46580168968967023	-0.9264664582122327
sub-142	1.2409457677372067	-0.2686682857191198	0.42253145079174753	0.9658738249283098	-0.3334269586347801
sub-143	-0.36920620927226305	0.8801047153228317	0.012294366782657535	-2.1037758072434003	-0.47354372160649644
sub-147	1.1816828804882595	-0.12067531387837939	-0.15580437293506239	-1.8332794772773129	-0.03722072777936441
sub-149	2.1543528663419433	-1.3914234840499353	1.7117965511710518	-0.8135572421442245	0.8508713620416899
sub-151	1.073179267743948	-0.5701634482991634	1.109217762617076	1.6892854745918306	-0.0354672944509402
sub-153	0.625656114679516	-0.6097060678746319	0.38291234071992797	0.9206975420356125	0.21115465494755303
sub-154	1.5391955515417186	-0.500100225371371	0.1787609124862703	-1.5495931638943448	-0.03478386037064673
sub-155	-0.8345729600069867	0.3655721957163613	-1.0800441711882076	0.9504189545384155	-0.3641986232654882
sub-156	0.4966136974270478	-1.2078641992487653	0.011323705288706123	0.025686701974530754	1.3612263597687657
sub-157	-0.8691829005230988	-0.6863588559878998	-0.5411436495752499	-0.2975717770685747	0.7248298630733957
sub-158	-0.9375016946005021	-0.5687451974167155	-0.5130246579395611	0.7949901683580083	1.0038400089444925
sub-159	-1.0032274729202102	0.9693959134989021	-1.069450512470494	0.14239794928678123	-0.6886249579301807
