Sub	task	run	dvars_nstd	tsnr	fd_mean	gsr_y	aqi	Isoutlier_run
sub-104	sharedreward	01	23.388116579149987	72.96146392822266	0.08357389146178633	0.04346034675836563	0.007415783830845771	False
sub-104	sharedreward	02	23.156486463900023	75.44945526123047	0.08724273419461775	0.043722156435251236	0.006552396865671642	False
sub-105	sharedreward	01	25.640815231641785	85.27992248535156	0.08693704198439489	0.025330018252134323	0.0062749449009900995	False
sub-105	sharedreward	02	26.11288901955223	98.20099639892578	0.08603528346987509	0.02514617145061493	0.004638650396039604	False
sub-106	sharedreward	01	21.205972242449985	77.39579772949219	0.19278674029834952	0.021084273234009743	0.00612713960199005	False
sub-106	sharedreward	02	20.780648918050005	71.8640365600586	0.19609547892874418	0.02164255641400814	0.0075417403482587065	False
sub-107	sharedreward	01	24.078364505649997	79.47827911376953	0.09359272925234517	0.03313108906149864	0.004341850597014926	False
sub-107	sharedreward	02	23.917819928849998	88.52508544921875	0.0854912507624973	0.03367453068494797	0.0035594803980099504	False
sub-108	sharedreward	01	16.738740367700004	68.2741470336914	0.1290556126277323	0.04299788549542427	0.008502347412935323	False
sub-108	sharedreward	02	18.05105857354999	59.13250732421875	0.1749216970076477	0.04268882796168327	0.011812543880597015	False
sub-109	sharedreward	01	26.460794830449995	73.66767120361328	0.1573286302894716	0.03624006733298302	0.00901031104477612	False
sub-109	sharedreward	02	27.713124583333315	62.80332946777344	0.2116284246206114	0.036788132041692734	0.011478362029702968	False
sub-110	sharedreward	01	19.835062539452753	80.52949523925781	0.070616098722604	0.05724261328577995	0.005401636435643563	False
sub-110	sharedreward	02	21.45691937949999	59.62660217285156	0.1073191967349961	0.057400837540626526	0.00966049960199005	False
sub-111	sharedreward	01	28.0902924634	48.14796447753906	0.30112849946922027	0.044483572244644165	0.012364837860696516	False
sub-111	sharedreward	02	31.04358514795	43.9964599609375	0.3582129801833412	0.04525964707136154	0.013131635671641792	False
sub-112	sharedreward	01	19.38799662144278	77.59471893310547	0.11313590885804414	0.030093949288129807	0.007641135544554454	False
sub-112	sharedreward	02	20.288609272338316	79.1424331665039	0.1396060604826773	0.03044363483786583	0.0066379999504950484	False
sub-113	sharedreward	01	24.88121544364999	54.51032257080078	0.1517914391955268	0.04563721641898155	0.01543551472636816	False
sub-113	sharedreward	02	25.516809997350002	79.47819519042969	0.1458851857460759	0.04631791636347771	0.0068489471144278615	False
sub-115	sharedreward	01	20.404217501990054	80.0378646850586	0.143095360305277	0.03881192207336426	0.006286340495049505	False
sub-115	sharedreward	02	20.739511206834166	85.61598205566406	0.14507680362633585	0.038884930312633514	0.0052430435	False
sub-116	sharedreward	01	24.421079225150002	44.666114807128906	0.2754513999610436	0.039757005870342255	0.019408089800995024	False
sub-116	sharedreward	02	24.415307799154235	45.90495300292969	0.2743227602090616	0.039309922605752945	0.01831332188118812	False
sub-117	sharedreward	01	22.907742223650004	78.33474731445312	0.13246852938323792	0.03769750893115997	0.006194791293532338	False
sub-117	sharedreward	02	22.461404628600004	80.2126235961914	0.14236442724519183	0.03784006088972092	0.005775049502487562	False
sub-118	sharedreward	01	27.426502313084573	67.16533660888672	0.20772365026878437	0.033183179795742035	0.007711687475247524	False
sub-118	sharedreward	02	33.71724574716417	37.4102783203125	0.6005507324007409	0.033588383346796036	0.024406908613861383	False
sub-120	sharedreward	01	22.602853636949984	66.79702758789062	0.16314077514637848	0.03909311816096306	0.008089338606965176	False
sub-120	sharedreward	02	45.02740820104476	31.243297576904297	0.935955417488879	0.03711791709065437	0.033565061881188116	True
sub-121	sharedreward	01	21.22399349239999	92.42176818847656	0.10549965185170022	0.03162464499473572	0.004302022587064676	False
