X	Y	Z	RotX	RotY	RotZ	XDt	YDt	ZDt	RotXDt	RotYDt	RotZDt
0.00016265	-0.012105	0.002531	-0.002078	0.0015314	0.00031439	0	0	0	0	0	0
-0.012184	-0.1351	-0.012594	0.025509	-0.0017985	-0.0046911	-0.012347	-0.123	-0.015125	0.027587	-0.0033299	-0.0050055
-0.024614	0.087046	-0.095182	0.09891	-0.023548	-0.0055642	-0.01243	0.22215	-0.082588	0.0734	-0.021749	-0.00087309
0.0041869	0.14728	-0.1732	0.089566	0.019016	0.02473	0.028801	0.060233	-0.078013	-0.009344	0.042563	0.030294
0.0083589	0.26055	-0.13849	0.04209	0.028957	0.055332	0.004172	0.11327	0.034705	-0.047476	0.0099416	0.030602
0.03056	0.18698	-0.11039	-0.073255	0.078238	0.10654	0.022201	-0.073569	0.028096	-0.11535	0.04928	0.05121
0.029292	-0.2212	0.17674	-0.20845	0.088447	0.13879	-0.0012675	-0.40818	0.28713	-0.1352	0.01021	0.032248
0.036491	-0.1418	0.20834	-0.1985	0.078478	0.15701	0.0071985	0.079405	0.031595	0.009958	-0.0099697	0.01822
0.03833	-0.25472	0.317	-0.21788	0.074994	0.16407	0.0018396	-0.11292	0.10866	-0.019383	-0.0034837	0.0070579
0.045782	-0.19972	0.27106	-0.17413	0.06726	0.15236	0.0074521	0.054996	-0.045934	0.043745	-0.0077335	-0.011706
0.039501	-0.023391	0.26285	-0.19989	0.060565	0.14658	-0.0062808	0.17633	-0.0082081	-0.025754	-0.0066953	-0.0057837
0.022134	-0.22685	0.35096	-0.26285	0.029921	0.12732	-0.017367	-0.20346	0.088106	-0.062965	-0.030644	-0.019258
-0.0028111	-0.024903	0.39302	-0.32692	-0.025878	0.12061	-0.024945	0.20195	0.042063	-0.064069	-0.055799	-0.006708
-0.019022	-0.072003	0.4357	-0.37137	-0.048608	0.10621	-0.016211	-0.047101	0.042677	-0.044452	-0.022729	-0.014404
-0.024761	-0.13573	0.44243	-0.41989	-0.066921	0.085791	-0.0057385	-0.06373	0.0067322	-0.048518	-0.018314	-0.020417
-0.0023236	0.016742	0.33631	-0.36351	-0.013582	0.072694	0.022437	0.15248	-0.10612	0.056378	0.053339	-0.013097
-0.0024316	-0.11442	0.3346	-0.40341	-0.0091087	0.050414	-0.00010801	-0.13117	-0.0017058	-0.039892	0.0044736	-0.022279
0.014803	-0.063082	0.30547	-0.38472	0.026673	0.055907	0.017234	0.051341	-0.029137	0.018685	0.035782	0.0054929
0.0092721	-0.039803	0.31822	-0.43618	0.013525	0.060638	-0.0055304	0.02328	0.012749	-0.051459	-0.013148	0.0047309
0.0054412	-0.13576	0.39838	-0.50554	0.013189	0.05739	-0.0038309	-0.095958	0.080163	-0.069357	-0.00033651	-0.0032478
0.0042534	-0.084873	0.28356	-0.4532	-0.01388	0.029653	-0.0011878	0.050888	-0.11482	0.052336	-0.027068	-0.027738
-0.0025335	-0.016046	0.23487	-0.50752	-0.018333	0.0036876	-0.0067869	0.068826	-0.048687	-0.054321	-0.0044532	-0.025965
0.0049188	-0.048458	0.11532	-0.40438	-0.015252	-0.024144	0.0074522	-0.032412	-0.11955	0.10315	0.0030808	-0.027832
0.010173	0.018946	0.074367	-0.34519	-0.03559	-0.030636	0.005254	0.067404	-0.040956	0.059183	-0.020338	-0.006492
0.024431	0.070393	0.13616	-0.23364	-0.022816	-0.0056599	0.014258	0.051446	0.06179	0.11156	0.012773	0.024976
0.026164	-0.061413	0.19695	-0.085674	-0.076828	0.00055904	0.0017329	-0.13181	0.060797	0.14796	-0.054012	0.006219
0.030896	0.04292	0.24188	-0.080887	-0.048252	0.032535	0.0047324	0.10433	0.044927	0.0047871	0.028577	0.031975
0.026178	-0.047282	0.28475	-0.016674	-0.041583	0.049921	-0.0047184	-0.090203	0.042868	0.064213	0.0066682	0.017387
0.029884	-0.11113	0.32989	-0.0080129	-0.028225	0.052464	0.003706	-0.063845	0.045136	0.0086612	0.013358	0.0025431
