onset	duration	trial_type	response_time	trust_value	choice
4.316970	1.889680	choice_stranger	1.889680	4	high
11.061900	1.000000	outcome_stranger_defect	1.889680	4	high
15.106600	1.473950	choice_computer	1.473950	2	low
20.380400	1.000000	outcome_computer_defect	1.473950	2	low
24.642800	1.894480	choice_friend	1.894480	2	low
29.908500	1.000000	outcome_friend_defect	1.894480	2	low
36.172900	1.922370	choice_stranger	1.922370	2	high
41.446700	1.000000	outcome_stranger_defect	1.922370	2	high
47.739100	1.747900	choice_stranger	1.747900	4	high
54.497400	1.000000	outcome_stranger_defect	1.747900	4	high
58.523500	1.553950	choice_computer	1.553950	4	low
65.290700	1.000000	outcome_computer_defect	1.553950	4	low
71.301000	2.086320	choice_computer	2.086320	2	high
76.564300	1.000000	outcome_computer_defect	2.086320	2	high
80.568600	1.458160	choice_computer	1.458160	2	low
87.318800	1.000000	outcome_computer_defect	1.458160	2	low
93.630100	1.939870	choice_stranger	1.939870	8	high
101.892000	1.000000	outcome_stranger_defect	1.939870	8	high
106.176000	1.502900	choice_stranger	1.502900	4	low
111.441000	1.000000	outcome_stranger_defect	1.502900	4	low
117.684000	1.335920	choice_friend	1.335920	4	high
122.949000	1.000000	outcome_friend_defect	1.335920	4	high
132.959000	1.989490	choice_computer	1.989490	8	high
138.226000	1.000000	outcome_computer_defect	1.989490	8	high
142.476000	1.745290	choice_friend	1.745290	8	high
149.235000	1.000000	outcome_friend_defect	1.745290	8	high
153.476000	1.569420	choice_stranger	1.569420	8	high
160.246000	1.000000	outcome_stranger_defect	1.569420	8	high
164.479000	1.740620	choice_stranger	1.740620	4	high
169.733000	1.000000	outcome_stranger_defect	1.740620	4	high
179.771000	2.310870	choice_computer	2.310870	0	low
190.786000	1.803130	choice_friend	1.803130	8	high
196.060000	1.000000	outcome_friend_defect	1.803130	8	high
200.283000	1.729040	choice_friend	1.729040	4	high
205.552000	1.000000	outcome_friend_defect	1.729040	4	high
209.792000	1.927730	choice_friend	1.927730	0	low
219.302000	1.491100	choice_friend	1.491100	2	high
224.553000	1.000000	outcome_friend_defect	1.491100	2	high
230.868000	1.348500	choice_friend	1.348500	8	high
236.117000	1.000000	outcome_friend_defect	1.348500	8	high
240.153000	1.904590	choice_computer	1.904590	0	low
253.422000	1.927730	choice_computer	1.927730	4	high
258.693000	1.000000	outcome_computer_defect	1.927730	4	high
264.966000	1.776580	choice_stranger	1.776580	8	high
273.234000	1.000000	outcome_stranger_defect	1.776580	8	high
283.240000	1.346790	choice_computer	1.346790	4	high
288.507000	1.000000	outcome_computer_defect	1.346790	4	high
292.770000	1.757910	choice_friend	1.757910	4	high
301.044000	1.000000	outcome_friend_defect	1.757910	4	high
305.289000	1.597440	choice_stranger	1.597440	2	low
313.564000	1.000000	outcome_stranger_defect	1.597440	2	low
321.577000	1.486770	choice_computer	1.486770	2	high
328.348000	1.000000	outcome_computer_defect	1.486770	2	high
332.597000	1.558280	choice_friend	1.558280	4	high
337.866000	1.000000	outcome_friend_defect	1.558280	4	high
343.886000	1.929430	choice_computer	1.929430	2	low
350.656000	1.000000	outcome_computer_defect	1.929430	2	low
354.907000	1.864000	choice_stranger	1.864000	4	high
360.176000	1.000000	outcome_stranger_defect	1.864000	4	high
366.408000	1.454780	choice_stranger	1.454780	2	high
373.146000	1.000000	outcome_stranger_defect	1.454780	2	high
381.449000	1.607470	choice_stranger	1.607470	2	low
386.716000	1.000000	outcome_stranger_defect	1.607470	2	low
392.729000	2.604330	choice_computer	2.604330	4	low
397.999000	1.000000	outcome_computer_defect	2.604330	4	low
402.263000	1.809210	choice_friend	1.809210	2	high
410.533000	1.000000	outcome_friend_defect	1.809210	2	high
418.829000	1.421590	choice_friend	1.421590	8	high
427.082000	1.000000	outcome_friend_defect	1.421590	8	high
