onset	duration	trial_type	response_time	trust_value	choice
4.037680	1.710520	choice_computer	1.710520	0	low
15.109400	1.562490	choice_stranger	1.562490	2	high
20.370600	1.000000	outcome_stranger_defect	1.562490	2	high
26.644000	1.603090	choice_friend	1.603090	2	high
34.919300	1.000000	outcome_friend_defect	1.603090	2	high
41.163900	1.726530	choice_friend	1.726530	2	low
46.425300	1.000000	outcome_friend_defect	1.726530	2	low
54.448900	1.767790	choice_computer	1.767790	2	low
62.713700	1.000000	outcome_computer_recip	1.767790	2	low
73.023300	1.789740	choice_stranger	1.789740	2	low
78.284300	1.000000	outcome_stranger_defect	1.789740	2	low
86.584600	2.038290	choice_stranger	2.038290	4	high
91.850400	1.000000	outcome_stranger_recip	2.038290	4	high
96.114700	2.332640	choice_stranger	2.332640	2	low
102.863000	1.000000	outcome_stranger_recip	2.332640	2	low
108.889000	1.965860	choice_computer	1.965860	2	low
114.166000	1.000000	outcome_computer_defect	1.965860	2	low
118.423000	1.639030	choice_friend	1.639030	4	high
123.699000	1.000000	outcome_friend_defect	1.639030	4	high
133.997000	2.343500	choice_friend	2.343500	4	high
140.763000	1.000000	outcome_friend_recip	2.343500	4	high
148.776000	2.441260	choice_computer	2.441260	0	low
164.038000	2.023510	choice_computer	2.023510	4	high
169.307000	1.000000	outcome_computer_recip	2.023510	4	high
173.302000	1.799370	choice_computer	1.799370	4	low
180.073000	1.000000	outcome_computer_defect	1.799370	4	low
184.073000	2.536210	choice_computer	2.536210	8	high
192.326000	1.000000	outcome_computer_defect	2.536210	8	high
198.663000	2.957600	choice_friend	2.957600	8	high
203.933000	1.000000	outcome_friend_recip	2.957600	8	high
208.181000	2.761830	choice_friend	2.761830	8	high
213.453000	1.000000	outcome_friend_defect	2.761830	8	high
219.775000	1.474890	choice_stranger	1.474890	2	high
226.552000	1.000000	outcome_stranger_recip	1.474890	2	high
230.553000	1.988510	choice_computer	1.988510	0	low
240.078000	2.820670	choice_stranger	2.820670	0	low
252.847000	3.000000	missed_trial	3.000000	n/a	n/a
264.386000	1.447420	choice_stranger	1.447420	8	high
271.155000	1.000000	outcome_stranger_recip	1.447420	8	high
275.417000	1.488820	choice_stranger	1.488820	4	high
280.689000	1.000000	outcome_stranger_defect	1.488820	4	high
286.972000	1.943190	choice_friend	1.943190	4	high
292.234000	1.000000	outcome_friend_defect	1.943190	4	high
296.509000	1.546100	choice_stranger	1.546100	4	low
304.777000	1.000000	outcome_stranger_defect	1.546100	4	low
311.059000	1.406050	choice_friend	1.406050	2	high
316.337000	1.000000	outcome_friend_recip	1.406050	2	high
320.591000	1.747340	choice_friend	1.747340	4	low
325.859000	1.000000	outcome_friend_defect	1.747340	4	low
329.859000	1.503250	choice_computer	1.503250	2	low
338.134000	1.000000	outcome_computer_recip	1.503250	2	low
342.401000	1.669600	choice_friend	1.669600	4	high
347.668000	1.000000	outcome_friend_recip	1.669600	4	high
351.935000	2.677120	choice_friend	2.677120	0	low
361.209000	2.208140	choice_computer	2.208140	4	low
367.984000	1.000000	outcome_computer_recip	2.208140	4	low
374.241000	1.469580	choice_stranger	1.469580	4	low
379.509000	1.000000	outcome_stranger_recip	1.469580	4	low
383.763000	1.620320	choice_stranger	1.620320	4	high
390.514000	1.000000	outcome_stranger_recip	1.620320	4	high
394.548000	2.293910	choice_computer	2.293910	2	high
402.818000	1.000000	outcome_computer_defect	2.293910	2	high
407.079000	1.438140	choice_friend	1.438140	4	low
412.344000	1.000000	outcome_friend_recip	1.438140	4	low
420.611000	2.082730	choice_stranger	2.082730	4	high
427.377000	1.000000	outcome_stranger_defect	2.082730	4	high
