onset	duration	trial_type	response_time	trust_value	choice
4.308860	1.312040	choice_friend	1.312040	4	high
9.572740	1.000000	outcome_friend_defect	1.312040	4	high
15.812000	1.398870	choice_stranger	1.398870	4	high
21.086900	1.000000	outcome_stranger_defect	1.398870	4	high
27.356300	1.279830	choice_stranger	1.279830	4	low
35.600600	1.000000	outcome_stranger_defect	1.279830	4	low
43.923100	1.575480	choice_friend	1.575480	8	high
49.199400	1.000000	outcome_friend_defect	1.575480	8	high
53.405200	1.299440	choice_friend	1.299440	8	high
61.673800	1.000000	outcome_friend_defect	1.299440	8	high
67.936800	1.695110	choice_friend	1.695110	2	low
74.688500	1.000000	outcome_friend_defect	1.695110	2	low
78.913400	1.309830	choice_friend	1.309830	8	high
87.189200	1.000000	outcome_friend_defect	1.309830	8	high
97.180700	1.389230	choice_computer	1.389230	4	high
103.958000	1.000000	outcome_computer_defect	1.389230	4	high
111.954000	1.425260	choice_computer	1.425260	2	high
117.209000	1.000000	outcome_computer_defect	1.425260	2	high
123.488000	1.317080	choice_friend	1.317080	8	high
130.250000	1.000000	outcome_friend_defect	1.317080	8	high
140.534000	1.649310	choice_friend	1.649310	4	high
147.297000	1.000000	outcome_friend_defect	1.649310	4	high
153.569000	1.307600	choice_stranger	1.307600	8	high
160.345000	1.000000	outcome_stranger_defect	1.307600	8	high
164.579000	1.422100	choice_stranger	1.422100	2	high
169.844000	1.000000	outcome_stranger_defect	1.422100	2	high
178.115000	1.311560	choice_stranger	1.311560	4	high
184.892000	1.000000	outcome_stranger_defect	1.311560	4	high
189.128000	1.223610	choice_stranger	1.223610	8	high
197.403000	1.000000	outcome_stranger_defect	1.223610	8	high
201.630000	1.396810	choice_stranger	1.396810	2	high
206.900000	1.000000	outcome_stranger_defect	1.396810	2	high
210.908000	1.492630	choice_computer	1.492630	4	high
216.179000	1.000000	outcome_computer_defect	1.492630	4	high
220.378000	1.512290	choice_stranger	1.512290	4	high
225.638000	1.000000	outcome_stranger_defect	1.512290	4	high
229.660000	1.137420	choice_computer	1.137420	0	low
243.219000	1.470990	choice_friend	1.470990	2	high
248.496000	1.000000	outcome_friend_defect	1.470990	2	high
252.771000	1.458930	choice_stranger	1.458930	2	low
258.046000	1.000000	outcome_stranger_defect	1.458930	2	low
266.305000	1.367800	choice_friend	1.367800	2	high
271.580000	1.000000	outcome_friend_defect	1.367800	2	high
277.589000	1.391770	choice_computer	1.391770	8	high
284.364000	1.000000	outcome_computer_defect	1.391770	8	high
294.362000	1.364200	choice_computer	1.364200	8	high
299.602000	1.000000	outcome_computer_defect	1.364200	8	high
303.619000	1.415130	choice_computer	1.415130	4	low
310.384000	1.000000	outcome_computer_defect	1.415130	4	low
314.657000	1.585050	choice_friend	1.585050	4	high
319.925000	1.000000	outcome_friend_defect	1.585050	4	high
325.937000	1.545560	choice_computer	1.545560	2	low
331.207000	1.000000	outcome_computer_defect	1.545560	2	low
335.198000	1.524690	choice_computer	1.524690	0	low
344.728000	1.535280	choice_stranger	1.535280	4	high
352.995000	1.000000	outcome_stranger_defect	1.535280	4	high
357.276000	1.945350	choice_friend	1.945350	8	high
362.539000	1.000000	outcome_friend_defect	1.945350	8	high
368.555000	1.673900	choice_computer	1.673900	4	high
373.831000	1.000000	outcome_computer_defect	1.673900	4	high
378.053000	1.582880	choice_stranger	1.582880	2	low
383.314000	1.000000	outcome_stranger_defect	1.582880	2	low
389.337000	1.923400	choice_computer	1.923400	4	low
396.100000	1.000000	outcome_computer_defect	1.923400	4	low
400.101000	1.550650	choice_computer	1.550650	8	high
405.372000	1.000000	outcome_computer_defect	1.550650	8	high
409.648000	1.359560	choice_friend	1.359560	4	high
417.919000	1.000000	outcome_friend_defect	1.359560	4	high
422.183000	1.983840	choice_stranger	1.983840	8	high
428.937000	1.000000	outcome_stranger_defect	1.983840	8	high
