Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,0,8,3,0,5.000000e-01,4
2,0,4,1,1,5.000000e-01,4
3,0,2,1,1,2.500000e+00,4
4,8,2,3,0,6.500000e+00,4
5,2,0,3,1,5.000000e-01,2
6,0,2,2,0,4.500000e+00,4
7,2,8,1,1,5.000000e-01,2
8,2,0,2,1,2.500000e+00,4
9,8,0,2,1,5.000000e-01,8
10,4,2,3,0,5.000000e-01,4
11,4,2,2,1,5.000000e-01,2
12,2,0,1,0,5.000000e-01,2
13,2,8,3,1,5.000000e-01,8
14,8,0,1,0,5.000000e-01,6
15,2,4,1,0,4.500000e+00,4
16,0,4,2,1,4.500000e+00,6
17,8,2,2,1,2.500000e+00,2
18,8,4,3,1,5.000000e-01,6
19,2,4,2,0,2.500000e+00,2
20,8,4,3,0,2.500000e+00,2
21,0,4,2,0,2.500000e+00,6
22,0,4,3,0,5.000000e-01,2
23,4,8,1,1,5.000000e-01,2
24,8,4,2,0,4.500000e+00,2
25,2,0,3,0,5.000000e-01,2
26,0,8,2,0,2.500000e+00,4
27,4,2,1,1,2.500000e+00,10
28,2,8,1,0,5.000000e-01,2
29,0,8,1,1,5.000000e-01,2
30,2,8,2,0,4.500000e+00,2
31,0,4,3,1,4.500000e+00,6
32,8,0,3,1,2.500000e+00,4
33,0,4,1,0,5.000000e-01,2
34,8,4,1,0,5.000000e-01,2
35,8,4,2,1,6.500000e+00,2
36,2,4,3,1,2.500000e+00,2
