Trialn,Blockn,Partner,IsFairBlock,Offer,ITI
1,1,1,1,9,1
2,1,1,1,3,1
3,1,1,1,10,1
4,1,1,1,7,1
5,1,1,1,5,1
6,1,1,1,7,1
7,1,1,1,8,1
8,1,1,1,7,8
9,2,2,1,6,1
10,2,2,1,10,1
11,2,2,1,7,1
12,2,2,1,8,1
13,2,2,1,8,1
14,2,2,1,10,1
15,2,2,1,9,1
16,2,2,1,4,10
17,3,1,0,2,1
18,3,1,0,7,1
19,3,1,0,2,1
20,3,1,0,4,1
21,3,1,0,5,1
22,3,1,0,4,1
23,3,1,0,2,1
24,3,1,0,2,12
25,4,2,0,4,1
26,4,2,0,4,1
27,4,2,0,5,1
28,4,2,0,3,1
29,4,2,0,1,1
30,4,2,0,4,1
31,4,2,0,9,1
32,4,2,0,2,12
33,5,3,0,4,1
34,5,3,0,3,1
35,5,3,0,3,1
36,5,3,0,5,1
37,5,3,0,1,1
38,5,3,0,9,1
39,5,3,0,1,1
40,5,3,0,2,10
41,6,1,1,9,1
42,6,1,1,3,1
43,6,1,1,9,1
44,6,1,1,9,1
45,6,1,1,10,1
46,6,1,1,7,1
47,6,1,1,5,1
48,6,1,1,9,8
49,7,3,1,1,1
50,7,3,1,7,1
51,7,3,1,9,1
52,7,3,1,6,1
53,7,3,1,9,1
54,7,3,1,8,1
55,7,3,1,9,1
56,7,3,1,9,8
57,8,2,0,1,1
58,8,2,0,2,1
59,8,2,0,2,1
60,8,2,0,5,1
61,8,2,0,4,1
62,8,2,0,3,1
63,8,2,0,1,1
64,8,2,0,9,10
65,9,1,0,3,1
66,9,1,0,6,1
67,9,1,0,1,1
68,9,1,0,9,1
69,9,1,0,4,1
70,9,1,0,3,1
71,9,1,0,2,1
72,9,1,0,1,12
